file,corpus,in_dt_nn,dt_nn_in,nn_in_dt,dt_jj_nn,in_dt_jj,jj_nn_in,nn_in_nn,nns_in_dt,vbn_in_dt,in_jj_nns,nn_in_jj,in_dt_nns,in_jj_nn,jj_nns_in,dt_nn_nn,in_nn_in,nn_in_nns,dt_nn_vbz,nns_in_nn,dt_nns_in,to_vb_dt,vb_dt_nn,nn_cc_nn,dt_jj_nns,md_vb_vbn,nn_nn_in,in_nns_in,vbz_dt_nn,jj_in_dt,nn_md_vb,vb_vbn_in,nns_in_jj,prp_md_vb,jj_nn_nn,nn_to_vb,rb_in_dt,nn_in_nnp,md_rb_vb,in_nn_cc,nn_in_prp,nn_vbz_vbn,to_vb_in,jj_nn_vbz,in_nn_nn,jj_to_vb,in_dt_nnp,cc_dt_nn,in_prp_nn,jj_jj_nn,dt_nn_cc,prp_vbp_rb,prp_vbp_prp,vbp_rb_vb,prp_vbp_vbn,prp_vbz_rb,prp_md_rb,in_prp_vbp,prp_vbd_rb,prp_vbd_prp,uh_prp_vbp,rb_vb_prp,rb_prp_vbp,prp_vbp_vbg,prp_vbp_dt,to_vb_prp,vbg_to_vb,cc_prp_vbp,dt_nn_rb,md_vb_prp,prp_vbd_dt,prp_vbp_in,dt_nn_prp,cc_prp_vbd,nn_prp_vbp,vbd_dt_nn,vb_in_dt,vb_in_prp,vbp_prp_vb,prp_vbz_dt,md_vb_dt,rb_vb_dt,prp_vbd_in,in_prp_vbd,prp_vbd_vbn,vbd_in_dt,dt_nn_vbd,vbd_in_prp,vbd_to_vb,rb_in_prp,vbd_dt_jj,in_nnp_nnp,vbd_prp_nn,vbd_rb_in,nnp_vbd_rb,vbd_vbn_in,prp_nn_in,prp_jj_nn,in_prp_nns,vbg_in_dt,nn_prp_vbd,vb_dt_jj,vbp_to_vb,vbz_rb_jj,vbp_dt_nn,prp_vbz_jj,vbp_in_prp,nn_vbz_rb,nn_vbz_jj,vbz_jj_in,prp_vbp_to,rb_jj_in,nnp_nnp_nnp,dt_nnp_nnp,nnp_nnp_vbd,nnp_in_nnp,nnp_cc_nnp,nnp_nnp_in,nn_in_cd,nns_in_nnp,nn_nnp_nnp,nnp_pos_nn
news_A80_1555,new,19,16,18,9,5,4,4,3,1,2,1,1,2,1,7,1,2,1,1,1,6,4,0,3,0,3,1,3,1,1,0,1,2,0,4,2,5,0,0,3,2,2,1,0,1,8,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,1,4,0,0,1,3,0,0,0,0,1,1,0,1,0,0,3,0,0,1,0,2,0,1,1,0,3,1,0,0,0,0,2,0,0,1,1,4,11,1,2,3,2,2,1,1,2
news_A8L_1563,new,26,13,14,11,5,6,4,1,3,0,0,1,1,1,6,0,3,5,1,1,4,3,1,2,0,5,0,0,1,0,0,0,3,3,1,3,8,1,0,0,0,2,1,2,1,3,2,0,2,1,1,0,0,1,2,2,2,4,0,0,0,0,0,1,3,0,1,0,1,0,1,1,0,0,1,2,0,1,0,0,2,0,0,0,2,2,0,0,0,1,6,0,0,0,1,0,0,0,2,1,1,2,1,0,0,0,2,0,0,2,2,9,4,3,2,0,2,1,1,0,0
news_A8M_1564,new,11,15,2,9,7,8,12,1,3,4,1,1,3,1,6,1,3,0,1,0,2,1,2,1,1,1,0,6,3,1,0,1,2,0,0,2,2,1,1,4,0,1,0,0,3,1,2,2,2,2,0,1,1,1,3,1,0,2,3,0,0,1,0,0,0,0,0,0,2,3,1,0,2,1,2,1,0,0,0,1,1,2,1,1,2,2,2,2,0,0,2,1,0,0,1,0,0,1,2,0,3,0,1,0,2,0,3,0,0,0,2,1,1,5,0,7,0,0,0,1,2
news_A8M_1569,new,36,24,22,26,14,13,9,7,7,11,7,10,6,5,5,6,3,9,8,11,2,5,3,4,0,3,3,3,2,0,1,8,0,3,3,5,9,3,2,3,3,1,3,1,2,7,2,8,0,3,3,1,4,1,1,2,1,1,1,0,1,0,0,1,4,0,0,1,2,0,0,0,0,0,1,2,0,0,2,0,2,1,1,0,3,1,0,2,1,2,8,1,0,0,0,2,1,4,1,0,1,0,1,3,2,1,2,3,2,0,2,3,2,2,4,4,1,1,5,2,1
news_A8M_1570,new,24,14,18,13,11,4,3,3,1,1,0,4,1,2,7,1,3,0,2,0,3,3,2,1,0,6,2,0,0,0,0,1,0,0,1,7,3,1,1,0,0,1,0,2,2,4,1,0,1,3,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,2,1,5,0,2,4,0,3,0,0,0,0,0,0,4,3,6,3,3,0,2,0,4,4,0,0,2,1,0,2,1,2,1,1,0,0,0,1,0,0,0,0,0,1,3,4,1,1,3,3,1,0,0,1
news_A8N_1572,new,11,7,3,6,3,2,2,4,1,2,3,1,2,3,4,0,1,0,0,1,3,2,1,0,0,5,1,0,0,0,0,1,1,4,2,3,1,0,0,2,0,0,0,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,3,0,0,0,0,1,1,0,3,0,2,0,1,0,1,1,4,1,2,2,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,6,2,2,5,8,3,3,2,1,1
news_A8N_1583,new,11,6,6,12,6,2,3,7,0,0,1,1,0,3,5,1,0,0,2,0,0,2,0,4,0,4,2,2,2,0,1,0,1,5,1,1,1,2,0,3,0,1,0,2,0,4,0,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,4,4,1,1,2,0,1,2,2,1
news_A8N_1584,new,15,6,7,11,10,6,4,3,3,2,1,0,0,0,3,1,2,0,2,0,2,2,2,0,1,5,1,0,3,1,2,0,0,0,1,1,4,0,2,2,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,1,1,1,4,4,0,7,1,2,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,4,0,0,0,0,4
news_A8N_1585,new,18,12,15,12,8,5,1,0,0,0,0,0,0,0,1,0,0,2,0,0,3,2,2,0,0,6,1,0,1,0,0,0,3,1,2,1,7,1,1,0,1,2,0,1,1,1,1,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,7,0,1,1,0,0,0,0,3,0,2,0,0,0,1,0,0,1,1,0,0,4,2,0,2,1,3,2,2,8,5
news_A8N_1589,new,9,10,7,20,14,11,2,3,0,0,1,0,0,1,2,1,0,0,1,1,3,5,0,0,2,3,0,1,2,0,0,0,2,2,3,3,9,0,3,2,0,1,1,0,1,1,1,2,1,3,0,0,0,1,0,0,0,1,6,0,1,0,0,0,0,0,0,2,0,0,0,2,2,1,5,0,0,0,0,0,2,2,1,1,4,2,0,1,1,5,2,3,1,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,1,0,3,1,1,4
news_A8N_1591,new,11,10,10,9,2,5,2,3,0,1,2,1,2,1,2,1,0,1,0,0,1,3,0,0,0,4,0,1,4,3,1,0,2,0,2,2,7,2,0,2,1,1,1,1,0,10,0,1,0,3,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,3,4,0,0,0,2,2,0,1,0,2,0,2,0,0,2,6,1,1,2,0,0,1,2,1,0,1,0,1,0,0,0,1,0,0,0,4,13,7,3,7,4,6,0,1,0,2
news_A8N_1592,new,5,6,5,9,4,7,2,3,2,1,1,1,1,0,1,1,1,2,1,1,2,1,1,1,1,0,1,0,0,1,1,0,1,3,0,0,2,0,1,2,0,1,1,1,0,1,1,3,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,2,0,1,1,1,0,2,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,3,1,0,1,0,1,4,0
news_A8N_1593,new,20,15,10,6,6,5,3,2,1,2,3,3,2,2,4,3,1,1,0,2,2,3,0,1,1,3,0,2,2,0,0,1,0,0,0,6,4,0,0,3,0,2,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,6,1,1,0,0,0,0,2,7,4,2,2,0,4,1,1,2,2,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,8,2,1,0,0,1
news_A8N_1596,new,6,8,13,5,6,5,2,0,0,0,0,0,1,0,5,3,0,0,0,0,1,3,0,1,0,2,0,0,0,1,0,0,2,0,1,6,7,0,0,1,1,4,1,0,3,8,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,0,0,0,6,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,3,8,3,9,2,3,0,5,0,2
news_A8N_1599,new,12,7,7,9,8,4,2,2,4,3,1,1,1,2,1,3,0,0,1,0,0,0,2,0,1,2,0,0,1,2,0,0,0,4,1,2,7,0,1,2,0,1,0,0,1,3,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,2,0,2,1,0,0,0,0,0,0,1,0,2,0,0,1,1,2,4,1,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,3,1,1,1,0,1
news_A8N_1600,new,17,8,9,10,5,5,1,3,6,1,1,2,0,2,4,2,3,0,3,0,1,1,1,2,0,3,1,0,1,1,0,0,2,0,2,2,5,3,1,1,0,2,1,1,2,2,5,2,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,0,0,0,2,0,0,1,0,4,1,1,0,0,1,0,2,2,0,3,2,0,1,0,3,4,2,0,6,3,1,1,0,2,0,1,1,0,0,0,0,1,1,0,1,1,4,1,4,0,2,0,1,1,0,0
news_A8P_1603,new,29,20,23,32,31,29,8,13,9,7,7,5,6,11,2,4,2,5,5,3,3,2,6,8,3,4,4,5,2,1,1,6,4,2,2,9,17,4,1,2,1,4,3,1,7,16,3,3,6,4,5,1,1,1,1,1,1,2,1,0,1,0,0,0,1,2,1,3,1,0,0,2,1,3,3,5,1,0,0,1,1,3,2,2,4,0,0,2,2,0,9,1,0,2,2,0,4,3,3,1,3,2,2,1,2,0,5,2,1,0,3,3,7,0,5,4,1,3,3,0,3
news_A8R_1605,new,29,11,12,16,8,6,8,3,5,4,2,4,3,1,8,0,0,15,1,2,4,9,0,1,4,4,0,9,5,7,4,0,7,3,8,4,0,6,0,1,4,5,3,0,2,1,7,0,0,4,6,0,3,2,0,3,7,1,0,0,1,1,0,1,1,1,0,2,0,0,0,1,0,0,1,6,1,0,2,4,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,1,0,0,2,3,5,1,0,0,0,1,0,1,0,0,0,0,1
news_A8R_1606,new,12,3,6,13,9,3,0,4,7,0,2,1,1,1,7,1,0,2,2,0,3,2,1,1,4,8,2,2,1,3,3,0,1,7,1,6,7,1,0,1,4,1,2,1,2,15,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,6,10,2,2,3,4,5,3,0,1
news_A8R_1607,new,13,10,8,16,9,5,3,1,7,2,0,1,5,0,9,2,5,6,1,1,6,7,2,2,2,7,2,7,3,0,2,1,5,4,0,0,1,0,0,1,0,3,1,6,3,15,6,0,2,0,1,0,0,0,9,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,2,1,1,0,3,1,4,0,1,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,2,1,6,0,2,0,3,0,1,0,4,3,13,0,0,10,0,7,0,1,2
news_A8R_1608,new,29,17,15,8,11,4,6,3,5,2,1,7,3,1,19,1,1,5,1,4,2,4,3,2,0,6,1,8,3,0,1,2,7,4,4,2,1,4,1,1,3,5,0,2,1,5,2,2,1,5,5,0,1,0,2,3,1,3,0,0,0,0,0,4,0,1,0,1,2,2,0,0,0,0,3,7,3,0,1,1,0,2,2,0,2,2,0,1,3,0,4,0,0,0,2,0,1,0,1,1,1,3,0,5,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0
news_A8R_1609,new,20,18,12,21,13,4,6,13,6,8,13,2,9,7,5,4,3,2,4,2,5,3,3,2,1,16,1,3,2,1,2,1,0,12,3,1,10,2,3,1,3,2,1,6,3,10,2,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,2,0,0,1,1,1,1,0,3,1,0,1,0,0,2,1,0,0,1,9,6,0,3,7,1,4,2,0,0
news_A8R_1610,new,23,13,8,15,6,4,10,11,1,1,0,3,3,6,4,5,3,2,4,1,2,6,2,3,3,3,3,6,5,2,2,1,14,3,2,1,5,2,1,1,0,3,0,1,2,6,2,6,1,2,2,0,0,1,4,3,0,0,0,0,3,2,0,0,2,0,0,3,4,0,1,1,0,0,0,3,2,0,1,6,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,2,0,0,0,3,1,1,3,2,0,0,1,2,1,3,3,4,0,2,1,2,0,2,0,1
news_A8S_1611,new,20,15,14,27,15,14,4,3,7,4,7,4,5,1,1,1,1,5,0,2,1,1,3,0,0,0,1,8,3,0,1,0,2,0,3,2,8,1,0,3,3,0,3,0,0,4,0,9,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,1,0,1,0,0,0,3,0,2,1,3,1,2,0,0,1,2,0,1,2,1,1,2,3,7
news_A8S_1612,new,17,13,15,18,14,9,3,5,3,2,2,3,1,3,5,1,0,4,1,2,3,2,0,2,0,1,0,3,0,0,0,0,3,3,2,8,4,1,1,3,1,1,1,1,1,7,5,3,3,1,3,0,1,2,2,0,1,2,0,0,1,0,2,0,1,1,1,1,0,0,1,2,1,1,2,3,0,0,4,0,0,0,1,0,2,1,0,1,0,0,2,0,1,0,0,1,4,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,3,1,1,1,0,2,2,0,1
news_A8T_1613,new,11,12,3,2,4,1,6,2,0,3,1,3,4,0,2,2,0,2,1,3,0,2,0,2,2,0,0,4,2,0,3,1,7,0,3,0,3,2,0,3,0,4,1,1,1,1,2,3,0,1,2,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,2,5,0,1,1,0,1,2,0,2,0,0,1,0,0,1,0,0,0,0,2,0,4,0,0,0,0,1,1,0,1,1,0,0,0,2,11,2,0,0,3,1,0,0,1,1
news_A8U_1617,new,18,16,19,11,11,10,4,6,4,5,4,8,7,4,3,0,1,4,1,8,7,6,0,5,1,0,3,3,2,2,6,6,6,3,4,4,4,6,1,4,0,3,1,2,5,17,3,0,5,2,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,3,0,0,0,1,1,0,0,0,0,4,0,0,0,3,1,1,2,0,1,0,0,0,0,1,4,0,1,0,0,0,3,2,5,0,2,0,2,0,0,0,1,2,1,0,2,7,9,1,2,1,1,0,4,1,6
news_A8U_1619,new,13,1,13,11,12,7,5,3,2,2,0,3,4,0,3,4,2,2,3,1,1,2,4,2,1,8,1,1,1,2,1,0,4,5,1,1,0,1,1,0,6,1,3,5,2,0,1,5,0,0,2,0,0,0,2,1,5,0,0,0,1,0,2,1,1,1,0,1,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,1,0,1,2,1,0,2,1,2,0,1,0,0,1,1,1,0,1,2,1,1,0,1,0,0,0,0,1,0,5,0,0,0
news_A8U_1621,new,13,11,9,11,7,7,3,2,1,5,0,1,0,4,2,0,5,1,1,2,1,1,3,2,2,4,4,4,1,1,2,5,2,4,2,2,3,4,3,2,2,2,1,4,0,3,0,2,1,2,1,0,0,0,2,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,3,0,2,0,4,1,0,0,3,0,0,0,2,0,1,0,0,2,1,2,3,0,3
news_A8U_1622,new,17,12,12,7,7,6,3,8,2,2,4,1,3,0,2,0,7,2,2,1,3,4,1,1,2,8,2,2,0,2,0,0,2,5,5,0,3,1,0,2,0,2,1,2,1,4,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,1,2,1,0,0,2,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,2,1,0,0,0,1,1,1,0,2
news_A8U_1627,new,22,11,18,19,16,10,2,8,4,0,2,5,3,4,8,0,2,3,2,4,1,3,0,2,0,4,3,2,2,3,2,0,2,8,2,7,1,6,0,2,0,1,0,0,1,4,0,4,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,3,0,0,0,2,1,1,0,0,1,5,0,0,0,2,8,1,1,0,1,3,1,0,0,0,1,0,1,0,0,0,2,3,1,0,3,3,1,4,0,4,0,0,3,1,2
news_A8U_1628,new,14,20,14,15,10,10,6,4,1,1,4,0,6,1,6,2,2,1,2,0,3,3,5,2,0,11,4,3,0,2,0,1,1,4,2,2,11,0,0,3,1,2,3,0,1,4,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,2,4,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,2,1,0,1,1,17,4,1,1
news_A91_1633,new,53,27,25,37,28,22,8,13,11,7,11,7,10,6,9,6,3,2,3,6,8,7,6,5,1,7,4,3,2,1,1,3,7,4,8,6,10,2,0,7,0,3,0,2,5,11,1,9,7,4,3,0,0,2,3,0,0,11,4,0,0,0,0,1,6,0,0,2,4,7,0,3,4,0,9,2,2,0,1,4,0,5,6,10,9,4,4,8,2,8,9,6,4,1,16,1,9,3,3,4,2,0,3,0,2,0,1,1,0,0,3,8,14,9,4,4,9,2,8,2,13
news_A97_1635,new,11,7,8,6,3,4,4,3,2,3,1,3,1,2,1,4,4,2,3,0,1,1,0,0,1,1,4,1,2,3,1,0,2,0,1,2,0,0,1,2,3,3,0,3,0,6,1,1,1,3,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,2,1,3,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,2,0,0,1,0,2,1,1,0,0,0,0,0,1,4,1,0,1,0,1,0,0,2,0
news_A98_1636,new,24,16,20,15,8,9,5,0,3,0,1,1,4,0,5,2,1,2,3,1,6,5,2,0,2,4,1,1,0,3,3,0,2,3,6,3,5,3,0,1,0,8,0,4,5,12,1,2,1,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,2,2,1,1,1,2,0,2,0,0,6,3,4,0,1,2,1,1,3,0,3,6,1,1,3,3,13,0,0,0,0,1,6,1,2,1,1,1,1,0,0,0,0,1,1,1,2,18,3,9,2,1,2,0,0,1,4
news_A98_1638,new,10,10,6,8,4,6,0,4,1,1,0,1,0,3,2,0,7,0,0,1,2,0,0,1,1,0,3,0,0,1,0,1,2,0,2,0,6,0,0,2,0,4,0,0,1,7,0,6,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,0,6,0,0,1,0,7,1,1,0,0,0,0,1,0,4,3,1,0,3,1,1,5,2,0,1,4,5,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,5,3,1,3,2,4,3,3,1,3
news_A98_1639,new,50,29,27,28,19,21,16,8,9,15,16,2,14,3,17,9,7,8,11,3,6,9,4,5,7,8,5,5,4,8,5,5,3,6,6,3,5,4,2,4,6,5,1,11,2,10,0,2,5,0,1,0,0,1,1,0,2,1,0,0,2,0,0,0,5,2,0,2,1,2,1,0,0,0,3,5,0,0,2,6,1,2,3,0,3,4,0,0,0,0,2,1,0,0,1,3,1,0,2,0,4,4,1,1,1,0,2,1,0,0,5,6,7,4,2,0,1,0,0,0,0
news_A98_1640,new,10,4,4,8,3,5,10,7,2,4,1,3,4,3,3,3,1,1,2,2,1,1,3,1,0,5,2,1,1,1,1,3,1,4,3,2,1,1,3,0,4,2,3,4,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,2,0,0,0,1,5,2,0,0,2,0,0,1,0,0
news_A98_1641,new,29,25,23,25,8,17,7,6,7,11,10,7,10,4,5,3,3,1,0,4,4,3,3,8,2,4,3,1,4,0,4,6,1,2,4,6,3,3,0,2,1,5,3,0,1,6,1,2,3,5,0,0,0,0,3,0,1,0,1,0,0,1,1,1,3,2,0,2,0,2,0,0,1,0,2,4,1,0,0,0,2,1,0,0,0,2,0,5,0,3,10,2,1,1,1,0,1,2,1,0,2,0,2,1,0,0,1,0,0,0,5,10,5,5,2,1,2,0,0,0,2
news_A98_1647,new,7,5,4,7,7,3,1,2,2,1,0,1,4,5,2,1,0,2,2,1,3,4,0,2,1,0,0,1,0,3,1,1,3,1,1,1,0,3,1,3,3,2,1,1,2,0,0,3,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,2,0,1,1,1,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,1,0,0,2,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
news_A9J_1649,new,33,29,31,39,18,27,17,10,9,9,11,5,8,8,2,6,6,9,6,6,3,5,10,4,5,4,4,5,1,4,5,5,13,5,5,2,5,7,2,4,5,5,5,4,1,12,3,5,9,2,1,0,1,0,0,3,3,0,0,0,1,0,0,1,4,2,0,1,0,0,0,1,0,0,0,4,3,0,2,9,2,0,0,0,2,4,0,0,1,2,1,0,0,0,3,1,2,1,3,0,8,4,0,2,1,0,1,2,0,4,1,3,4,0,1,0,1,0,0,0,6
news_A9J_1650,new,34,23,45,46,27,34,8,9,0,8,8,12,6,6,8,3,1,5,2,8,10,4,3,8,1,8,0,5,2,4,0,2,5,2,5,10,7,11,1,4,0,6,2,0,6,14,5,4,6,2,1,4,1,1,11,3,4,4,0,0,4,0,0,1,7,1,1,3,0,2,0,1,0,3,3,4,2,0,6,5,1,1,1,0,1,3,1,4,5,4,1,0,0,1,1,1,5,0,6,0,11,1,6,1,3,0,5,0,1,1,5,4,3,1,1,0,0,2,2,1,3
news_AA3_1656,new,27,30,27,22,16,14,11,5,5,2,6,11,7,4,2,4,4,1,6,5,5,8,0,4,4,4,1,4,1,3,2,2,6,5,5,5,10,1,1,3,1,4,0,1,2,16,2,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,2,0,0,0,5,0,1,1,0,2,2,0,1,0,3,9,1,0,1,1,2,5,1,2,0,2,1,1,1,1,0,0,1,1,0,2,3,5,1,3,4,4,1,2,0,9
news_AA3_1659,new,10,10,6,5,3,1,2,2,0,3,3,1,3,3,2,0,2,1,0,1,3,2,2,0,0,7,1,1,0,0,0,1,0,2,2,4,2,1,0,0,0,2,0,1,0,2,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,0,3,6,5,2,0
news_AA3_1661,new,22,9,9,15,10,4,1,7,3,4,3,6,1,3,5,2,2,1,1,3,5,5,0,0,2,4,3,0,1,4,2,0,2,1,4,2,2,2,0,2,0,1,0,0,3,2,1,0,0,2,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,5,3,0,0,1,1,1,1,2,1,2,8,0,2,0,1,4,2,2,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,11,1,3,0,1,1,2,2,0,1
news_AA3_1662,new,18,14,15,8,6,3,2,2,3,1,1,6,2,1,1,1,1,1,2,1,0,0,2,2,3,2,0,0,1,2,1,1,5,1,1,2,4,3,0,3,0,0,0,0,1,3,1,2,0,0,1,1,1,8,2,2,0,1,1,0,3,0,0,0,1,0,1,0,1,2,0,2,1,2,4,0,0,0,1,0,0,1,3,4,3,2,0,1,0,1,12,0,0,1,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,4,1,1,6,4,6,1,0,2,2
news_AA3_1663,new,16,13,8,10,6,5,3,1,5,2,2,8,0,1,5,1,1,0,0,1,4,2,1,3,2,1,1,1,1,2,2,0,0,0,5,2,3,4,0,2,2,3,2,0,1,4,0,2,0,0,1,0,0,2,1,2,1,7,2,0,1,0,1,1,0,1,1,1,1,3,0,0,1,0,4,1,1,0,0,1,0,0,3,2,5,1,1,1,2,1,3,1,1,0,0,0,1,0,0,2,3,0,0,2,0,0,0,1,0,0,0,3,1,4,1,1,1,2,2,0,1
news_AA3_1665,new,16,15,11,5,4,1,3,1,3,6,3,7,4,1,8,2,0,4,0,1,2,2,3,0,2,2,0,2,0,2,1,1,1,2,1,2,3,1,0,0,3,1,1,2,1,0,6,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,1,0,0,0,2,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,1,3
news_AA3_1668,new,62,51,41,20,11,10,15,13,16,2,2,16,3,4,9,8,7,0,5,12,8,8,1,4,16,6,8,2,10,8,6,0,2,2,6,5,10,5,2,7,0,4,1,2,1,25,2,8,1,2,1,1,0,2,0,1,1,4,0,0,0,0,0,2,1,1,1,1,0,4,0,3,2,1,7,3,0,0,1,2,3,1,5,5,6,11,1,4,0,7,21,0,1,3,12,3,0,3,4,2,4,0,0,2,0,0,0,0,1,0,3,8,13,12,5,1,0,2,7,0,8
news_AA3_1669,new,21,6,16,11,5,9,4,4,2,1,0,3,1,2,3,2,3,3,1,2,2,2,5,1,2,2,3,0,1,3,3,1,1,2,3,2,1,1,1,1,0,3,0,0,2,4,2,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,4,3,2,0,0,1,2,0,1,2,1,3,0,2,0,2,4,0,1,1,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,4,1,6,1,0,1,2,1,0,2
news_AA6_1672,new,18,12,11,10,8,5,2,6,1,0,0,6,0,4,4,2,5,7,2,0,1,9,3,4,0,3,4,2,1,2,0,0,7,2,0,3,1,4,2,6,0,3,1,1,4,4,5,3,1,5,2,1,0,0,0,4,2,0,1,0,2,2,0,3,2,0,1,1,1,1,1,0,0,1,3,3,0,0,0,5,1,0,1,0,1,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,3,2,2,4,1,1,0,1,1,3,1,1,3,1,1,2,1,1
