student_id,joc_id,thread_id
13001,joc_01875,13B-03N069
13063,joc_01876,13B-03N072
13055,joc_01877,13B-11N036
13022,joc_01878,13A-05N083
13051,joc_01879,13A-01N007
13006,joc_01880,13A-02N052
13024,joc_01881,13A-04N049
13004,joc_01882,13A-09N061
13025,joc_01883,13A-09N062
13013,joc_01884,13A-08N070
13038,joc_01885,13A-08N071
13024,joc_01886,13A-07N045
13051,joc_01887,13A-06N057
13036,joc_01888,12B-01O012
13021,joc_01889,13B-01N067
13043,joc_01890,13B-03N068
13038,joc_01891,13B-05N067
13038,joc_01892,13B-07N069
13007,joc_01893,13B-10N045
13049,joc_01894,13B-09N101
13042,joc_01895,13B-11N054
13041,joc_01896,13B-06N048
13043,joc_01897,13B-04N059
13059,joc_01898,13B-02N038
13020,joc_01899,13B-05N100
13036,joc_01900,13B-04N061
15002,joc_01901,13A-05N074
15050,joc_01902,12A-07O002
13046,joc_01903,13A-01N053
13019,joc_01904,13A-02N047
13045,joc_01905,13A-03N036
13051,joc_01906,13A-04N033
13011,joc_01907,13A-05N039
13029,joc_01908,13A-06N018
13060,joc_01909,13A-07N030
13049,joc_01910,13A-08N034
13028,joc_01911,13A-09N022
13006,joc_01912,13A-09N049
13024,joc_01913,13A-08N064
13020,joc_01914,13B-01N032
13037,joc_01915,13B-02N012
13041,joc_01916,13B-03N034
13008,joc_01917,13B-04N007
13035,joc_01918,13B-05N018
13043,joc_01919,13B-06N007
13056,joc_01920,13B-07N020
13019,joc_01921,13B-10N008
13028,joc_01922,13B-09N018
13004,joc_01923,13B-03N085
13036,joc_01924,13B-09N082
13006,joc_01925,13B-10N053
13029,joc_01926,12B-02O003
13049,joc_01927,13A-01N029
13057,joc_01928,13A-02N023
15050,joc_01929,13A-03N009
13029,joc_01930,13A-04N029
13023,joc_01931,13A-05N021
13031,joc_01932,13A-06N012
13049,joc_01933,13A-07N022
13030,joc_01934,13A-08N036
13032,joc_01935,13A-09N035
13043,joc_01936,13A-08N060
13057,joc_01937,13A-06N055
13004,joc_01938,13B-01N026
13009,joc_01939,13B-03N025
13026,joc_01940,13B-05N045
13004,joc_01941,13B-07N035
13011,joc_01942,13B-10N024
14040,joc_01943,13B-09N048
13047,joc_01944,13B-11N017
13008,joc_01945,13B-07N054
13060,joc_01946,13B-05N059
13030,joc_01947,13B-03N061
13051,joc_01948,13B-06N026
13003,joc_01949,13B-04N036
13012,joc_01950,13B-09N064
13027,joc_01951,13B-06N025
12026,joc_01952,12A-06N064
13038,joc_01953,13A-01N036
13044,joc_01954,13A-02N050
13003,joc_01955,13A-03N048
13002,joc_01956,13A-04N036
13042,joc_01957,13A-07N012
13038,joc_01958,13A-08N043
13027,joc_01959,13A-09N058
13007,joc_01960,13A-05N071
13027,joc_01961,13A-08N066
13003,joc_01962,13A-06N059
13003,joc_01963,13A-05N078
13042,joc_01964,13B-01N037
13028,joc_01965,13B-03N027
13055,joc_01966,13B-05N032
13060,joc_01967,13B-07N006
13046,joc_01968,13B-10N010
13005,joc_01969,13B-09N020
13030,joc_01970,13B-01N069
13055,joc_01971,13B-03N073
13023,joc_01972,13B-05N069
13004,joc_01973,13B-07N074
13027,joc_01974,13B-07N076
13059,joc_01975,13B-10N064
13063,joc_01976,13B-09N100
13004,joc_01977,13B-07N106
13043,joc_01978,12B-09O001
13036,joc_01979,13A-01N019
13034,joc_01980,13A-02N004
13023,joc_01981,13A-03N035
13020,joc_01982,13A-04N005
13005,joc_01983,13A-05N002
13024,joc_01984,13A-06N004
13055,joc_01985,13A-07N003
13047,joc_01986,13A-08N026
13031,joc_01987,13A-09N021
13057,joc_01988,13A-09N026
13010,joc_01989,13A-08N074
13062,joc_01990,13B-01N010
13061,joc_01991,13B-01N011
13058,joc_01992,13B-03N004
13031,joc_01993,13B-05N001
13050,joc_01994,13B-05N003
13035,joc_01995,13B-02N015
13008,joc_01996,13B-04N003
13034,joc_01997,13B-06N002
13031,joc_01998,13B-07N001
13035,joc_01999,13B-07N011
14030,joc_02000,13B-09N009
13025,joc_02001,13B-10N004
13026,joc_02002,13B-07N056
13035,joc_02003,13B-04N039
13049,joc_02004,13B-03N067
13015,joc_02005,13B-05N073
13032,joc_02006,12A-02O001
13035,joc_02007,13A-01N021
13010,joc_02008,13A-02N024
13035,joc_02009,13A-03N021
13032,joc_02010,13A-04N024
13034,joc_02011,13A-05N033
13017,joc_02012,13A-06N019
13033,joc_02013,13A-07N009
13056,joc_02014,13A-08N007
13055,joc_02015,13A-09N039
13054,joc_02016,13A-09N041
13028,joc_02017,13A-08N084
13013,joc_02018,13B-09N010
13050,joc_02019,13B-10N015
13059,joc_02020,13B-07N037
13027,joc_02021,13B-05N050
13030,joc_02022,13B-03N053
13044,joc_02023,13B-01N059
13026,joc_02024,13B-09N057
13009,joc_02025,13B-05N058
13035,joc_02026,13B-01N062
13031,joc_02027,13B-03N087
13053,joc_02028,13B-07N091
14016,joc_02029,13B-10N058
13013,joc_02030,13B-11N046
13010,joc_02031,13B-01N088
15050,joc_02032,12A-07O005
13027,joc_02033,13A-01N054
13057,joc_02034,13A-02N054
13006,joc_02035,13A-04N056
13054,joc_02036,13A-05N052
13042,joc_02037,13A-06N042
13015,joc_02038,13A-09N078
15049,joc_02039,13A-04N072
13024,joc_02040,13A-02N077
13059,joc_02041,13A-07N047
13004,joc_02042,13A-08N085
13028,joc_02043,13B-09N058
13017,joc_02044,13B-10N054
13054,joc_02045,13B-01N086
13024,joc_02046,13B-07N097
13010,joc_02047,13B-09N109
13050,joc_02048,13B-10N072
13043,joc_02049,13B-07N116
13033,joc_02050,13B-05N105
13023,joc_02051,13B-03N104
13061,joc_02052,13B-04N063
13043,joc_02053,13B-05N108
13021,joc_02054,13B-03N108
13034,joc_02055,12A-01O001
13058,joc_02056,13A-01N022
13042,joc_02057,13A-02N016
13018,joc_02058,13A-03N010
15072,joc_02059,13A-04N008
13048,joc_02060,13A-05N035
13058,joc_02061,13A-06N027
13044,joc_02062,13A-07N008
13034,joc_02063,13A-08N028
13020,joc_02064,13A-09N019
13023,joc_02065,13A-01N059
13032,joc_02066,13A-08N062
13031,joc_02067,13B-01N013
13016,joc_02068,13B-03N020
13019,joc_02069,13B-05N019
13041,joc_02070,13B-07N018
13017,joc_02071,13B-10N014
13008,joc_02072,13B-09N036
13008,joc_02073,13B-11N009
13026,joc_02074,13B-06N017
13014,joc_02075,13B-09N037
13039,joc_02076,13B-11N010
13011,joc_02077,13B-06N018
13013,joc_02078,13B-10N023
13051,joc_02079,13B-07N039
13062,joc_02080,13B-05N049
13020,joc_02081,13B-04N031
13042,joc_02082,13B-03N052
13035,joc_02083,12B-09O003
13061,joc_02084,13A-01N037
13056,joc_02085,13A-02N030
13047,joc_02086,13A-03N014
13035,joc_02087,13A-04N027
13008,joc_02088,13A-06N015
13028,joc_02089,13A-08N005
13043,joc_02090,13A-09N027
13058,joc_02091,13A-09N028
13001,joc_02092,13A-05N061
13021,joc_02093,13A-05N062
13012,joc_02094,13B-01N021
13025,joc_02095,13B-02N008
13047,joc_02096,13B-03N012
13040,joc_02097,13B-03N013
13053,joc_02098,13B-04N008
13010,joc_02099,13B-05N020
13010,joc_02100,13B-07N004
13037,joc_02101,13B-09N014
13037,joc_02102,13B-11N013
13058,joc_02103,13B-06N028
13041,joc_02104,13B-10N038
13016,joc_02105,13B-07N060
13056,joc_02106,13B-03N071
13003,joc_02107,13B-02N007
15031,joc_02108,12B-01O005
13024,joc_02109,13A-01N035
13004,joc_02110,13A-02N008
13031,joc_02111,13A-04N011
13030,joc_02112,13A-03N051
13019,joc_02113,13A-05N018
13063,joc_02114,13A-06N009
13030,joc_02115,13A-07N002
13054,joc_02116,13A-08N020
13063,joc_02117,13A-09N009
13062,joc_02118,13A-05N055
13008,joc_02119,13A-05N056
13031,joc_02120,13B-01N014
13020,joc_02121,13B-03N021
13027,joc_02122,13B-02N010
13036,joc_02123,13B-04N001
13027,joc_02124,13B-05N008
13036,joc_02125,13B-06N001
13047,joc_02126,13B-07N014
13001,joc_02127,13B-10N003
14035,joc_02128,13B-09N008
13036,joc_02129,13B-11N001
13031,joc_02130,13B-04N025
13028,joc_02131,13B-04N026
13013,joc_02132,13B-08N002
13030,joc_02133,13B-09N074
12032,joc_02134,12B-08N082
13034,joc_02135,13A-01N038
13047,joc_02136,13A-02N018
15074,joc_02137,13A-03N008
13016,joc_02138,13A-04N022
13006,joc_02139,13A-05N014
13018,joc_02140,13A-06N010
13051,joc_02141,13A-07N013
13018,joc_02142,13A-08N003
13025,joc_02143,13A-09N003
13005,joc_02144,13A-09N030
13040,joc_02145,13A-09N031
13014,joc_02146,13B-01N015
13054,joc_02147,13B-02N004
13002,joc_02148,13B-03N008
13001,joc_02149,13B-05N021
13051,joc_02150,13B-04N017
13031,joc_02151,13B-09N012
13044,joc_02152,13B-07N030
14043,joc_02153,13B-10N005
13061,joc_02154,13B-06N014
13051,joc_02155,13B-04N023
13063,joc_02156,13B-07N031
13057,joc_02157,13B-11N004
13050,joc_02158,13B-03N066
13038,joc_02159,12A-05O001
13019,joc_02160,13A-01N057
13011,joc_02161,13A-02N044
13032,joc_02162,13A-03N028
13021,joc_02163,13A-04N052
13035,joc_02164,13A-05N050
13053,joc_02165,13A-06N040
13030,joc_02166,13A-08N053
13049,joc_02167,13A-09N064
13036,joc_02168,13A-02N070
13044,joc_02169,13A-08N073
13003,joc_02170,13B-01N078
13003,joc_02171,13B-03N083
13003,joc_02172,13B-07N084
14045,joc_02173,13B-07N085
14006,joc_02174,13B-07N086
14034,joc_02175,13B-09N079
15009,joc_02176,13B-09N080
15041,joc_02177,13B-10N051
15014,joc_02178,13B-05N079
13033,joc_02179,13B-05N080
14052,joc_02180,13B-05N081
13063,joc_02181,13A-01N002
13003,joc_02182,13A-02N034
13044,joc_02183,13A-03N042
13036,joc_02184,13A-05N048
13007,joc_02185,13A-07N037
13012,joc_02186,13A-08N051
13019,joc_02187,13A-09N054
13059,joc_02188,13A-09N055
13003,joc_02189,13A-06N066
12042,joc_02190,12B-08N086
13008,joc_02191,13A-04N075
13044,joc_02192,13A-05N082
13039,joc_02193,13B-05N016
13011,joc_02194,13B-03N043
13053,joc_02195,13B-07N026
13055,joc_02196,13B-09N043
13063,joc_02197,13B-01N081
13003,joc_02198,13B-01N083
13062,joc_02199,13B-03N090
13062,joc_02200,13B-05N087
13009,joc_02201,13B-07N093
13045,joc_02202,13B-09N089
13062,joc_02203,13B-10N059
13039,joc_02204,13B-08N007
13017,joc_02205,13B-11N047
13011,joc_02206,13B-06N044
13023,joc_02207,13B-11N053
13045,joc_02208,13B-02N035
13054,joc_02209,13B-04N056
13040,joc_02210,12B-02O001
13002,joc_02211,13A-01N032
13029,joc_02212,13A-03N017
13059,joc_02213,13A-02N036
13039,joc_02214,13A-05N009
13062,joc_02215,13A-08N023
13041,joc_02216,13A-07N041
13048,joc_02217,13A-09N002
13045,joc_02218,13A-05N059
13001,joc_02219,13A-09N025
13053,joc_02220,13A-04N074
13051,joc_02221,13B-03N010
13026,joc_02222,13B-01N044
13002,joc_02223,13B-05N007
13028,joc_02224,13B-02N020
13036,joc_02225,13B-02N021
13022,joc_02226,13B-04N019
13061,joc_02227,13B-07N063
13030,joc_02228,13B-07N065
13035,joc_02229,13B-10N040
13039,joc_02230,13B-09N069
13004,joc_02231,13B-11N031
13058,joc_02232,13B-11N032
13055,joc_02233,13B-10N048
13041,joc_02234,12B-02O002
13020,joc_02235,13A-01N043
13041,joc_02236,13A-02N040
13040,joc_02237,13A-03N024
13006,joc_02238,13A-04N039
13012,joc_02239,13A-05N038
13041,joc_02240,13A-06N035
13028,joc_02241,13A-07N036
13037,joc_02242,13A-08N010
13050,joc_02243,13A-09N008
13014,joc_02244,13A-09N052
13059,joc_02245,13A-08N065
13058,joc_02246,13B-05N041
13027,joc_02247,13B-03N047
13063,joc_02248,13B-01N048
13050,joc_02249,13B-07N021
13037,joc_02250,13B-10N009
13034,joc_02251,13B-09N023
13055,joc_02252,13B-09N062
13014,joc_02253,13B-10N036
13034,joc_02254,13B-07N061
13059,joc_02255,13B-03N070
13047,joc_02256,13B-05N078
13047,joc_02257,13B-01N075
13029,joc_02258,13B-06N035
13004,joc_02259,13B-02N034
14020,joc_02260,12B-01O003
13025,joc_02261,13A-01N018
15037,joc_02262,13A-02N010
13062,joc_02263,13A-03N011
13004,joc_02264,13A-04N006
13040,joc_02265,13A-05N005
13054,joc_02266,13A-06N003
13025,joc_02267,13A-07N004
13042,joc_02268,13A-08N001
13037,joc_02269,13A-09N011
13054,joc_02270,13A-04N058
13001,joc_02271,13A-06N045
13023,joc_02272,13B-01N002
13006,joc_02273,13B-03N003
13021,joc_02274,13B-01N043
13062,joc_02275,13B-02N002
13010,joc_02276,13B-05N005
13053,joc_02277,13B-03N044
13047,joc_02278,13B-04N013
13011,joc_02279,13B-06N003
13013,joc_02280,13B-07N013
13056,joc_02281,13B-09N003
13052,joc_02282,13B-11N002
13045,joc_02283,13B-11N039
14055,joc_02284,13B-09N078
13047,joc_02285,13B-10N052
13048,joc_02286,13B-07N087
13025,joc_02287,13B-05N083
15007,joc_02288,12B-09O002
13019,joc_02289,13A-01N023
13049,joc_02290,13A-02N006
13044,joc_02291,13A-02N007
13053,joc_02292,13A-03N049
13052,joc_02293,13A-04N018
13013,joc_02294,13A-05N016
13052,joc_02295,13A-06N017
13058,joc_02296,13A-08N033
13025,joc_02297,13A-09N032
13031,joc_02298,13A-09N034
13051,joc_02299,13A-09N083
13004,joc_02300,13B-01N025
13046,joc_02301,13B-02N011
13053,joc_02302,13B-05N037
13039,joc_02303,13B-03N086
13039,joc_02304,13B-07N089
13043,joc_02305,13B-09N083
13060,joc_02306,13B-04N052
13055,joc_02307,13B-06N042
13050,joc_02308,13B-05N089
13057,joc_02309,13B-07N096
13041,joc_02310,13B-01N087
13050,joc_02311,13B-09N092
13018,joc_02312,13A-01N014
13004,joc_02313,13A-03N037
13038,joc_02314,13A-02N057
13018,joc_02315,13A-04N055
13045,joc_02316,13A-02N074
13027,joc_02317,13A-05N077
13049,joc_02318,13A-08N078
13040,joc_02319,13A-07N046
13032,joc_02320,13A-08N088
13030,joc_02321,13B-07N055
13010,joc_02322,13B-03N060
13023,joc_02323,13B-05N060
13027,joc_02324,13B-01N063
13040,joc_02325,13B-11N044
13049,joc_02326,13B-09N093
13040,joc_02327,13B-10N060
13057,joc_02328,13B-05N093
13005,joc_02329,13B-03N094
13042,joc_02330,13B-07N100
12026,joc_02331,12B-08N085
13039,joc_02332,13A-01N046
13030,joc_02333,13A-02N045
13041,joc_02334,13A-03N030
13027,joc_02335,13A-04N046
13033,joc_02336,13A-05N045
13045,joc_02337,13A-06N037
13005,joc_02338,13A-08N081
13047,joc_02339,13A-09N079
13023,joc_02340,13A-05N080
13033,joc_02341,13A-06N065
13048,joc_02342,13B-01N064
13040,joc_02343,13B-02N028
13011,joc_02344,13B-03N062
13058,joc_02345,13B-04N037
13014,joc_02346,13B-06N027
13038,joc_02347,13B-05N063
13042,joc_02348,13B-07N070
13060,joc_02349,13B-09N075
13054,joc_02350,13B-11N037
13021,joc_02351,13B-10N046
13049,joc_02352,13B-08N009
13001,joc_02353,13B-11N057
12039,joc_02354,12A-06N039
13003,joc_02355,13A-01N028
13031,joc_02356,13A-02N012
13042,joc_02357,13A-03N019
15064,joc_02358,13A-04N007
13060,joc_02359,13A-05N023
13046,joc_02360,13A-06N038
13010,joc_02361,13A-07N026
13057,joc_02362,13A-08N029
13029,joc_02363,13A-09N029
13040,joc_02364,13A-08N059
13059,joc_02365,13A-06N047
13008,joc_02366,13B-01N009
13057,joc_02367,13B-03N006
13052,joc_02368,13B-02N003
13061,joc_02369,13B-05N012
13006,joc_02370,13B-07N029
13060,joc_02371,13B-09N011
15042,joc_02372,13B-10N006
13011,joc_02373,13B-04N024
13037,joc_02374,13B-04N027
13057,joc_02375,13B-03N050
13062,joc_02376,13B-06N016
13034,joc_02377,13B-10N018
13047,joc_02378,12B-09O004
13045,joc_02379,13A-01N026
13061,joc_02380,13A-02N013
13008,joc_02381,13A-03N006
15046,joc_02382,13A-04N009
13047,joc_02383,13A-05N001
13032,joc_02384,13A-06N023
13019,joc_02385,13A-07N025
13009,joc_02386,13A-08N025
13062,joc_02387,13A-09N015
13045,joc_02388,13B-01N005
13008,joc_02389,13B-03N009
13060,joc_02390,13B-02N005
13017,joc_02391,13B-05N013
13021,joc_02392,13B-04N005
13052,joc_02393,13B-07N015
13016,joc_02394,13B-09N035
13044,joc_02395,13B-11N007
13016,joc_02396,13B-01N066
13047,joc_02397,13B-04N042
13040,joc_02398,13B-10N043
13024,joc_02399,13B-05N076
13037,joc_02400,13B-03N096
13018,joc_02401,13B-07N101
13063,joc_02402,13A-09N076
13033,joc_02403,13B-04N004
15045,joc_02404,12B-01O006
13035,joc_02405,13A-02N032
13001,joc_02406,13A-04N030
13025,joc_02407,13A-05N037
13063,joc_02408,13A-08N013
13061,joc_02409,13A-09N018
13057,joc_02410,13A-06N046
13026,joc_02411,13A-03N054
13051,joc_02412,13A-05N064
13019,joc_02413,13A-03N055
13055,joc_02414,13A-01N069
13041,joc_02415,13B-05N061
13030,joc_02416,13B-01N065
13038,joc_02417,13B-03N063
13043,joc_02418,13B-09N061
13054,joc_02419,13B-07N057
13031,joc_02420,13B-10N037
13057,joc_02421,13B-01N068
13011,joc_02422,13B-09N068
13025,joc_02423,13B-07N064
13029,joc_02424,13B-04N044
13063,joc_02425,13B-03N074
13063,joc_02426,13B-06N032
15001,joc_02427,12A-07O004
13026,joc_02428,13A-01N049
13026,joc_02429,13A-02N056
13015,joc_02430,13A-03N047
13028,joc_02431,13A-04N031
13049,joc_02432,13A-05N028
13049,joc_02433,13A-05N029
13014,joc_02434,13A-07N015
13008,joc_02435,13A-08N040
13024,joc_02436,13A-09N068
13007,joc_02437,13A-08N076
13040,joc_02438,13A-02N075
13011,joc_02439,13B-03N041
13026,joc_02440,13A-06N068
13022,joc_02441,13A-08N075
13033,joc_02442,13B-03N095
14028,joc_02443,13B-06N045
14009,joc_02444,13B-07N099
13003,joc_02445,13B-08N008
15066,joc_02446,13B-09N094
15030,joc_02447,13B-09N095
15075,joc_02448,13B-09N096
14032,joc_02449,13B-09N097
15030,joc_02450,13B-10N061
14032,joc_02451,13B-05N094
12038,joc_02452,12B-07N079
13050,joc_02453,13A-04N001
13050,joc_02454,13A-02N038
13053,joc_02455,13A-08N035
13033,joc_02456,13A-09N084
13019,joc_02457,13A-08N086
13034,joc_02458,13B-09N022
13041,joc_02459,13B-10N012
13031,joc_02460,13B-07N032
13044,joc_02461,13B-05N043
13006,joc_02462,13B-09N025
13008,joc_02463,13B-10N013
13026,joc_02464,13B-07N034
13052,joc_02465,13B-03N082
13038,joc_02466,13B-07N083
13008,joc_02467,13B-05N082
13035,joc_02468,13B-03N084
13055,joc_02469,13B-01N080
13063,joc_02470,13B-04N051
13015,joc_02471,13B-01N079
12051,joc_02472,12B-07N078
13030,joc_02473,13A-01N020
13023,joc_02474,13A-02N001
13057,joc_02475,13A-03N012
13054,joc_02476,13A-04N035
13009,joc_02477,13A-05N032
13047,joc_02478,13A-06N026
13015,joc_02479,13A-07N005
13051,joc_02480,13A-08N027
13017,joc_02481,13A-09N059
13031,joc_02482,13A-08N068
13038,joc_02483,13A-06N054
13005,joc_02484,13B-01N008
13034,joc_02485,13B-03N002
13051,joc_02486,13B-02N001
13034,joc_02487,13B-05N035
13062,joc_02488,13B-04N011
13047,joc_02489,13B-04N012
13039,joc_02490,13B-02N017
13059,joc_02491,13B-06N005
13048,joc_02492,13B-06N006
13003,joc_02493,13B-07N009
13017,joc_02494,13B-09N002
13020,joc_02495,13B-07O001
13039,joc_02496,13B-11N005
12031,joc_02497,12B-08N083
13006,joc_02498,13A-01N041
13009,joc_02499,13A-02N025
15056,joc_02500,13A-03N007
13046,joc_02501,13A-04N013
13018,joc_02502,13A-05N013
13042,joc_02503,13A-06N011
13018,joc_02504,13A-07N014
13056,joc_02505,13A-08N004
13032,joc_02506,13A-09N037
13057,joc_02507,13A-04N062
13035,joc_02508,13A-08N061
13060,joc_02509,13B-01N018
13024,joc_02510,13B-03N017
13006,joc_02511,13B-05N023
13027,joc_02512,13B-04N010
13023,joc_02513,13B-07N017
13017,joc_02514,13B-09N045
13051,joc_02515,13B-02N025
13009,joc_02516,13B-10N026
13024,joc_02517,13B-11N016
13037,joc_02518,13B-06N020
13015,joc_02519,13B-01N084
13015,joc_02520,13B-03N089
13015,joc_02521,13B-07N090
14046,joc_02522,13B-09N084
14048,joc_02523,13B-05N085
15066,joc_02524,12A-06N093
13033,joc_02525,13A-01N033
13002,joc_02526,13A-02N042
13024,joc_02527,13A-03N045
13004,joc_02528,13A-04N042
13048,joc_02529,13A-06N043
13034,joc_02530,13A-07N016
13019,joc_02531,13A-08N041
13005,joc_02532,13A-09N066
13038,joc_02533,13A-04N070
13049,joc_02534,13A-02N071
13015,joc_02535,13A-05N081
13040,joc_02536,13B-01N038
13018,joc_02537,13B-03N036
13001,joc_02538,13B-05N051
13040,joc_02539,13B-07N042
13006,joc_02540,13B-09N047
13013,joc_02541,13B-11N035
13003,joc_02542,13B-11N051
13057,joc_02543,13B-09N104
13042,joc_02544,13B-10N067
13029,joc_02545,13B-07N109
13048,joc_02546,13B-03N102
13017,joc_02547,13B-01N092
13056,joc_02548,13B-04N058
13060,joc_02549,13B-11N056
13060,joc_02550,13A-01N015
13029,joc_02551,13A-02N027
13041,joc_02552,13A-04N037
13041,joc_02553,13A-05N036
13051,joc_02554,13A-06N028
13032,joc_02555,13A-07N017
13059,joc_02556,13A-08N017
13006,joc_02557,13A-08N018
13056,joc_02558,13A-09N004
13018,joc_02559,13A-05N063
13010,joc_02560,13A-04N063
13058,joc_02561,13A-03N058
13010,joc_02562,13B-01N029
13035,joc_02563,13B-03N014
13056,joc_02564,13B-05N026
13007,joc_02565,13B-07N025
13020,joc_02566,13B-09N046
13032,joc_02567,13B-07N075
13009,joc_02568,13B-02N032
13054,joc_02569,13B-01N076
13017,joc_02570,13B-04N050
13045,joc_02571,13B-06N036
13019,joc_02572,13B-08N005
13002,joc_02573,13B-05N086
13052,joc_02574,13B-09N085
13017,joc_02575,13B-11N048
15063,joc_02576,12A-07O008
13055,joc_02577,12B-02O004
13021,joc_02578,13A-01N044
13055,joc_02579,13A-02N037
13014,joc_02580,13A-03N020
13055,joc_02581,13A-04N028
13046,joc_02582,13A-05N024
13035,joc_02583,13A-06N020
13053,joc_02584,13A-07N023
13013,joc_02585,13A-08N044
13012,joc_02586,13A-09N042
13058,joc_02587,13A-04N069
13017,joc_02588,13A-01N066
13058,joc_02589,13B-01N022
13020,joc_02590,13B-03N022
13032,joc_02591,13B-05N036
13056,joc_02592,13B-07N003
13050,joc_02593,13B-09N040
13041,joc_02594,13B-01N054
13053,joc_02595,13B-10N021
13002,joc_02596,13B-05N046
13038,joc_02597,13B-07N038
13059,joc_02598,13B-04N030
13042,joc_02599,13B-11N012
13052,joc_02600,13B-06N029
13063,joc_02601,13B-11N027
13019,joc_02602,13B-09N070
15039,joc_02603,12A-07O003
13010,joc_02604,13A-01N045
13006,joc_02605,13A-02N026
13034,joc_02606,13A-03N018
13056,joc_02607,13A-04N025
13055,joc_02608,13A-05N025
13028,joc_02609,13A-06N022
13001,joc_02610,13A-07N033
13052,joc_02611,13A-08N049
13026,joc_02612,13A-09N053
13019,joc_02613,13A-06N062
13020,joc_02614,13A-08N082
13032,joc_02615,13B-01N047
13037,joc_02616,13B-03N045
13001,joc_02617,13B-05N039
13008,joc_02618,13B-07N033
13042,joc_02619,13B-09N049
13025,joc_02620,13B-01N058
13017,joc_02621,13B-03N057
13043,joc_02622,13B-05N054
13025,joc_02623,13B-07N047
13023,joc_02624,13B-09N050
13016,joc_02625,13B-04N038
13017,joc_02626,13B-11N030
15055,joc_02627,12A-07O001
13055,joc_02628,13A-01N025
13018,joc_02629,13A-02N019
13002,joc_02630,13A-03N004
13009,joc_02631,13A-04N021
13032,joc_02632,13A-05N031
13055,joc_02633,13A-06N024
13037,joc_02634,13A-07N020
13014,joc_02635,13A-08N030
13052,joc_02636,13A-09N033
13005,joc_02637,13A-06N049
13020,joc_02638,13A-02N065
13034,joc_02639,13B-01N016
13053,joc_02640,13B-03N029
13055,joc_02641,13B-05N025
13053,joc_02642,13B-09N029
13012,joc_02643,13B-07N078
13023,joc_02644,13B-10N049
13031,joc_02645,13B-04N048
13032,joc_02646,13B-09N081
13016,joc_02647,13B-07N088
13036,joc_02648,13B-05N084
13029,joc_02649,13B-03N091
13056,joc_02650,13B-11N043
13016,joc_02651,13A-06N070
15017,joc_02652,12B-01O007
13012,joc_02653,13A-01N040
13060,joc_02654,13A-02N031
13052,joc_02655,13A-03N015
13047,joc_02656,13A-04N015
13018,joc_02657,13A-04N016
13043,joc_02658,13A-05N019
13056,joc_02659,13A-06N025
13052,joc_02660,13A-07N021
13025,joc_02661,13A-08N039
13034,joc_02662,13A-09N020
13054,joc_02663,13A-03N053
13046,joc_02664,13A-08N058
13029,joc_02665,13B-01N024
13032,joc_02666,13B-01N056
13008,joc_02667,13B-03N056
13014,joc_02668,13B-04N032
13004,joc_02669,13B-06N021
13062,joc_02670,13B-07N044
14023,joc_02671,13B-07O004
13022,joc_02672,13B-02N026
13058,joc_02673,13B-10N032
13038,joc_02674,13B-09N054
13055,joc_02675,13B-11N023
13047,joc_02676,13B-05N057
13026,joc_02677,13B-09N059
13034,joc_02678,13B-11N029
13010,joc_02679,13B-07N066
13029,joc_02680,13A-01N013
13059,joc_02681,13A-01N055
13037,joc_02682,13A-03N016
13039,joc_02683,13A-02N035
13030,joc_02684,13A-04N034
13057,joc_02685,13A-05N030
13006,joc_02686,13A-06N021
13041,joc_02687,13A-08N014
13039,joc_02688,13A-07N042
13035,joc_02689,13A-09N040
13009,joc_02690,13A-09N043
13046,joc_02691,13A-08N083
12027,joc_02692,12B-08N087
13042,joc_02693,13B-03N031
13009,joc_02694,13B-01N046
13007,joc_02695,13B-09N041
13034,joc_02696,13B-10N022
13026,joc_02697,13B-05N048
13041,joc_02698,13B-03N051
13011,joc_02699,13B-11N025
13057,joc_02700,13B-07N062
13004,joc_02701,13B-04N043
13018,joc_02702,13B-02N030
13029,joc_02703,13B-06N033
13046,joc_02704,13B-04N046
13003,joc_02705,13B-10N050
13006,joc_02706,13B-11N040
13062,joc_02707,13B-06N040
13060,joc_02708,12A-01O002
13011,joc_02709,13A-01N031
13052,joc_02710,13A-02N029
13056,joc_02711,13A-03N025
13012,joc_02712,13A-04N002
13029,joc_02713,13A-05N022
13061,joc_02714,13A-06N014
13054,joc_02715,13A-07N024
13036,joc_02716,13A-08N022
13040,joc_02717,13A-09N010
13014,joc_02718,13A-05N060
13013,joc_02719,13A-02N064
13036,joc_02720,13B-01N017
13060,joc_02721,13B-03N018
13039,joc_02722,13B-05N006
13055,joc_02723,13B-07N010
14011,joc_02724,13B-09N007
13058,joc_02725,13B-02N033
13004,joc_02726,13B-04N047
13018,joc_02727,13B-06N037
13045,joc_02728,13B-10N055
13058,joc_02729,13B-11N041
13058,joc_02730,13B-09N091
13044,joc_02731,13B-07N098
14037,joc_02732,12B-01O002
13053,joc_02733,13A-01N017
13051,joc_02734,13A-02N005
13061,joc_02735,13A-03N001
13053,joc_02736,13A-04N004
13001,joc_02737,13A-05N004
13045,joc_02738,13A-06N006
13036,joc_02739,13A-07N010
13049,joc_02740,13A-08N006
13008,joc_02741,13A-09N016
13013,joc_02742,13A-01N058
13001,joc_02743,13A-02N059
13032,joc_02744,13B-01N007
13003,joc_02745,13B-03N007
13047,joc_02746,13B-02N013
13013,joc_02747,13B-05N010
13019,joc_02748,13B-04N014
