student_id,joc_id,thread_id
12028,joc_00408,12B-03N017
12021,joc_00409,12A-06N020
12034,joc_00410,12B-03N018
12005,joc_00411,12A-06N021
12019,joc_00412,12B-03N019
12061,joc_00413,12A-06N022
12033,joc_00414,12B-03N020
12055,joc_00415,12A-06N023
12014,joc_00416,12B-03N021
12013,joc_00417,12A-06N024
12021,joc_00418,12B-03N022
12032,joc_00419,12A-06N025
12029,joc_00420,12B-03N023
12018,joc_00421,12A-06N026
12012,joc_00422,12B-03N024
12035,joc_00423,12A-06N103
12026,joc_00424,12A-06N027
12011,joc_00425,12B-03N025
12027,joc_00426,12A-06N028
12032,joc_00427,12B-03N026
12033,joc_00428,12A-06N029
12054,joc_00429,12B-03N027
12038,joc_00430,12A-06N030
12050,joc_00431,12B-03N028
12037,joc_00432,12A-06N031
12051,joc_00433,12B-03N029
12009,joc_00434,12A-06N032
12056,joc_00435,12B-03N030
12030,joc_00436,12A-06N033
12013,joc_00437,12B-03N031
12001,joc_00438,12A-06N034
12035,joc_00439,12B-03N032
12016,joc_00440,12A-06N035
12045,joc_00441,12B-03N033
12044,joc_00442,12A-06N036
12046,joc_00443,12B-03N034
12012,joc_00444,12A-06N037
12027,joc_00445,12B-03N035
12019,joc_00446,12A-06N038
12015,joc_00447,12B-03N036
12003,joc_00448,12A-06N040
12010,joc_00449,12B-03N037
12046,joc_00450,12A-06N041
12018,joc_00451,12B-03N038
12021,joc_00452,12A-07N047
12038,joc_00453,12A-07N035
12025,joc_00454,12A-07N037
12045,joc_00455,12A-07N040
12027,joc_00456,12A-07N058
15014,joc_00457,12A-07N063
12056,joc_00458,12A-07N031
12004,joc_00459,12A-07N046
12023,joc_00460,12A-07N056
15004,joc_00461,12A-07N074
15016,joc_00462,12A-07N075
15007,joc_00463,12A-07N072
15012,joc_00464,12A-07N073
12055,joc_00465,12A-07N011
12024,joc_00466,12A-07N008
12052,joc_00467,12A-07N069
12050,joc_00468,12A-07N019
12059,joc_00469,12A-07N057
12055,joc_00470,12A-07N034
12062,joc_00471,12A-07N070
15016,joc_00472,12A-07N071
12033,joc_00473,12A-07N039
12010,joc_00474,12A-07N018
13012,joc_00475,12A-07N054
12004,joc_00476,12A-07N006
12044,joc_00477,12A-07N013
12047,joc_00478,12A-07N044
12013,joc_00479,12A-07N041
12029,joc_00480,12A-07N051
15008,joc_00481,12A-07N081
15011,joc_00482,12A-07N078
15008,joc_00483,12A-07N079
12051,joc_00484,12A-07N030
12032,joc_00485,12A-07N004
12007,joc_00486,12A-07N052
15009,joc_00487,12A-07N080
12011,joc_00488,12A-07N007
15006,joc_00489,12A-07N060
12015,joc_00490,12A-07N045
12024,joc_00491,12A-07N009
15059,joc_00492,12A-07N055
12035,joc_00493,12A-07N049
15077,joc_00494,12A-07N061
12063,joc_00495,12A-07N036
12060,joc_00496,12A-07N032
12002,joc_00497,12A-07N042
15015,joc_00498,12A-07N076
15017,joc_00499,12A-07N077
12003,joc_00500,12A-07N043
12020,joc_00501,12A-07N050
12034,joc_00502,12A-07N048
12040,joc_00503,12A-07N028
15072,joc_00504,12A-07N065
15013,joc_00505,12A-07N062
15077,joc_00506,12A-07N059
12053,joc_00507,12A-07N020
12037,joc_00508,12A-07N053
15010,joc_00509,12A-07N066
15007,joc_00510,12A-07N067
12042,joc_00511,12A-07N001
15054,joc_00512,12A-07N068
12001,joc_00513,12A-07N005
15034,joc_00514,12A-07N064
12049,joc_00515,12A-07N033
12054,joc_00516,12A-07N017
12006,joc_00517,12A-07N038
12019,joc_00518,12A-07N002
15005,joc_00519,12A-07N026
12018,joc_00520,12A-07N014
12026,joc_00521,12A-07N012
15025,joc_00522,12A-07N022
12061,joc_00523,12A-07N021
12031,joc_00524,12A-07N082
12011,joc_00525,12A-07N015
12048,joc_00526,12A-07N010
15040,joc_00527,12A-07N027
12058,joc_00528,12A-07N003
12046,joc_00529,12A-07N023
12012,joc_00530,12A-07N025
12036,joc_00531,12A-07N083
12016,joc_00532,12A-07N024
12030,joc_00533,12A-07N016
12022,joc_00534,12A-07N084
12051,joc_00535,12A-07N029
12013,joc_00536,12B-01N026
12039,joc_00537,12B-01N056
12016,joc_00538,12B-01N051
12019,joc_00539,12B-01N032
12036,joc_00540,12B-01N053
12018,joc_00541,12B-01N030
13022,joc_00542,12B-01N068
12034,joc_00543,12B-01N045
12058,joc_00544,12B-01N040
14019,joc_00545,12B-01N066
12028,joc_00546,12B-01N016
12062,joc_00547,12B-01N005
14055,joc_00548,12B-01N058
12043,joc_00549,12B-01N007
15032,joc_00550,12B-01N059
12051,joc_00551,12B-01N019
12035,joc_00552,12B-01N029
12010,joc_00553,12B-01N023
15065,joc_00554,12B-01N060
12060,joc_00555,12B-01N050
12053,joc_00556,12B-01N018
12017,joc_00557,12B-01N025
12050,joc_00558,12B-01N027
12027,joc_00559,12B-01N063
12056,joc_00560,12B-01N004
12013,joc_00561,12B-01N006
12011,joc_00562,12B-01N064
12042,joc_00563,12B-01N041
12048,joc_00564,12B-01N044
15067,joc_00565,12B-01N067
15012,joc_00566,12B-01N061
12002,joc_00567,12B-01N057
12037,joc_00568,12B-01N008
12061,joc_00569,12B-01N024
15040,joc_00570,12B-01N062
12025,joc_00571,12B-01N046
15040,joc_00572,12B-01N065
12005,joc_00573,12B-01N054
12064,joc_00574,12B-01N021
12015,joc_00575,12B-01N003
12024,joc_00576,12B-01N043
15059,joc_00577,12B-01N069
12045,joc_00578,12B-01N022
12003,joc_00579,12B-01N052
15037,joc_00580,12B-01N073
12001,joc_00581,12B-01N031
12011,joc_00582,12B-01N013
12031,joc_00583,12B-01N055
12063,joc_00584,12B-01N002
12046,joc_00585,12B-01N033
12044,joc_00586,12B-01N039
15022,joc_00587,12B-01N070
12007,joc_00588,12B-01N047
12014,joc_00589,12B-01N034
12012,joc_00590,12B-01N015
12032,joc_00591,12B-01N028
12037,joc_00592,12B-01N036
12008,joc_00593,12B-01N042
12038,joc_00594,12B-01N020
12033,joc_00595,12B-01N011
12004,joc_00596,12B-01N037
12040,joc_00597,12B-01N010
12054,joc_00598,12B-01N001
12064,joc_00599,12B-01N009
12006,joc_00600,12B-01N035
12041,joc_00601,12B-01N038
12016,joc_00602,12B-01N071
15045,joc_00603,12B-01N072
12043,joc_00604,12B-01N049
12055,joc_00605,12B-01N017
12030,joc_00606,12B-01N048
12021,joc_00607,12B-01N012
12022,joc_00608,12B-01N014
15049,joc_00609,12B-01N074
12030,joc_00610,12B-02N065
12034,joc_00611,12B-02N038
12025,joc_00612,12B-02N039
12016,joc_00613,12B-02N040
12011,joc_00614,12B-02N017
12004,joc_00615,12B-02N044
12052,joc_00616,12B-02N014
12036,joc_00617,12B-02N048
12003,joc_00618,12B-02N043
12022,joc_00619,12B-02N030
12052,joc_00620,12B-02N071
12047,joc_00621,12B-02N050
12053,joc_00622,12B-02N009
12019,joc_00623,12B-02N025
12013,joc_00624,12B-02N062
12046,joc_00625,12B-02N023
12061,joc_00626,12B-02N010
12026,joc_00627,12B-02N072
12008,joc_00628,12B-02N036
12032,joc_00629,12B-02N028
12055,joc_00630,12B-02N012
12015,joc_00631,12B-02N018
12039,joc_00632,12B-02N064
12020,joc_00633,12B-02N068
12062,joc_00634,12B-02N069
15040,joc_00635,12B-02N070
12048,joc_00636,12B-02N037
12004,joc_00637,12B-02N024
12001,joc_00638,12B-02N066
13026,joc_00639,12B-02N067
12010,joc_00640,12B-02N057
12058,joc_00641,12B-02N033
12023,joc_00642,12B-02N063
12041,joc_00643,12B-02N056
12023,joc_00644,12B-02N055
12063,joc_00645,12B-02N013
12033,joc_00646,12B-02N019
12006,joc_00647,12B-02N053
12061,joc_00648,12B-02N051
12005,joc_00649,12B-02N021
12051,joc_00650,12B-02N011
12044,joc_00651,12B-02N032
12002,joc_00652,12B-02N042
12056,joc_00653,12B-02N015
12031,joc_00654,12B-02N058
12061,joc_00655,12B-02N052
12021,joc_00656,12B-02N041
12007,joc_00657,12B-02N049
12045,joc_00658,12B-02N029
12020,joc_00659,12B-02N073
12029,joc_00660,12B-02N026
12020,joc_00661,12B-02N054
12037,joc_00662,12B-02N022
12050,joc_00663,12B-02N016
12040,joc_00664,12B-02N045
12012,joc_00665,12B-02N031
12060,joc_00666,12B-02N008
12014,joc_00667,12B-02N003
12020,joc_00668,12B-02N061
12044,joc_00669,12B-02N006
12009,joc_00670,12B-02N060
12028,joc_00671,12B-02N020
12054,joc_00672,12B-02N001
12062,joc_00673,12B-02N004
12038,joc_00674,12B-02N007
12053,joc_00675,12B-02N027
12015,joc_00676,12B-02N075
12028,joc_00677,12B-02N074
12042,joc_00678,12B-02N035
12043,joc_00679,12B-02N059
12018,joc_00680,12B-02N002
12059,joc_00681,12B-02N046
15049,joc_00682,12B-02N047
12017,joc_00683,12B-02N034
12059,joc_00684,12B-02N077
12005,joc_00685,12B-02N005
12064,joc_00686,12B-02N076
12053,joc_00687,12A-06N044
12044,joc_00688,12B-03N039
12051,joc_00689,12A-06N045
12058,joc_00690,12B-03N040
12056,joc_00691,12A-06N046
12042,joc_00692,12B-03N041
12060,joc_00693,12A-06N047
12008,joc_00694,12B-03N042
12056,joc_00695,12A-06N048
12024,joc_00696,12B-03N043
12054,joc_00697,12A-06N049
12048,joc_00698,12B-03N044
12004,joc_00699,12A-06N050
12025,joc_00700,12B-03N045
12045,joc_00701,12A-06N051
12062,joc_00702,12B-03N046
12025,joc_00703,12A-06N052
12061,joc_00704,12B-03N047
12047,joc_00705,12A-06N053
12060,joc_00706,12B-03N048
12002,joc_00707,12A-06N054
12004,joc_00708,12B-03N049
12023,joc_00709,12A-06N055
12016,joc_00710,12B-03N050
12034,joc_00711,12A-06N056
12003,joc_00712,12B-03N051
12020,joc_00713,12A-06N057
12040,joc_00714,12B-03N052
12007,joc_00715,12A-06N076
12036,joc_00716,12B-03N054
12036,joc_00717,12A-06N091
12007,joc_00718,12B-03N055
12031,joc_00719,12A-06N092
12005,joc_00720,12B-03N056
12022,joc_00721,12A-06N097
12047,joc_00722,12B-03N057
12045,joc_00723,12B-03N058
12041,joc_00724,12A-06N099
12041,joc_00725,12B-03N060
12008,joc_00726,12A-06N100
12030,joc_00727,12B-03N061
12022,joc_00728,12A-06N104
12027,joc_00729,12B-03N065
12027,joc_00730,12B-03N072
15016,joc_00731,12B-03O002
12032,joc_00732,12A-06N072
12003,joc_00733,12A-06N085
12062,joc_00734,12A-06N062
12062,joc_00735,12A-06N073
13053,joc_00736,12A-06N066
15003,joc_00737,12A-06N067
15041,joc_00738,12A-06N059
15041,joc_00739,12A-06N088
12064,joc_00740,12B-03N053
12044,joc_00741,12A-06N082
12027,joc_00742,12A-06N061
12021,joc_00743,12A-06N083
12033,joc_00744,12A-06N080
12043,joc_00745,12A-06N081
12015,joc_00746,12A-06N058
12015,joc_00747,12A-06N068
12011,joc_00748,12A-06N063
12014,joc_00749,12A-06N077
12041,joc_00750,12A-06N060
12009,joc_00751,12A-06N090
12030,joc_00752,12A-06N086
12024,joc_00753,12A-06N087
12052,joc_00754,12A-06N089
12059,joc_00755,12A-06N065
12052,joc_00756,12A-06N078
12052,joc_00757,12A-06N071
12058,joc_00758,12A-06N069
12058,joc_00759,12A-06N070
12059,joc_00760,12B-04N075
12033,joc_00761,12B-04N065
12052,joc_00762,12B-04N036
12060,joc_00763,12B-04N039
12053,joc_00764,12B-04N038
12005,joc_00765,12B-04N057
12004,joc_00766,12B-04N043
12016,joc_00767,12B-04N068
12036,joc_00768,12B-04N045
12014,joc_00769,12B-04N072
12010,joc_00770,12B-04N042
12035,joc_00771,12B-04N025
12026,joc_00772,12B-04N061
12001,joc_00773,12B-04N069
12064,joc_00774,12B-04N070
12062,joc_00775,12B-04N037
12016,joc_00776,12B-04N004
12051,joc_00777,12B-04N013
12028,joc_00778,12B-04N011
12008,joc_00779,12B-04N059
12018,joc_00780,12B-04N021
12017,joc_00781,12B-04N024
12047,joc_00782,12B-04N058
12034,joc_00783,12B-04N034
12056,joc_00784,12B-04N017
12063,joc_00785,12B-04N014
12050,joc_00786,12B-04N015
12019,joc_00787,12B-04N063
12031,joc_00788,12B-04N064
12029,joc_00789,12B-04N002
12019,joc_00790,12B-04N022
12020,joc_00791,12B-04N066
12037,joc_00792,12B-04N026
12001,joc_00793,12B-04N071
12043,joc_00794,12B-04N060
12030,joc_00795,12B-04N052
12058,joc_00796,12B-04N003
12011,joc_00797,12B-04N012
12005,joc_00798,12B-04N048
12023,joc_00799,12B-04N067
12041,joc_00800,12B-04N050
12021,joc_00801,12B-04N010
12039,joc_00802,12B-04N051
12031,joc_00803,12B-04N073
12014,joc_00804,12B-04N028
12032,joc_00805,12B-04N018
12006,joc_00806,12B-04N074
12042,joc_00807,12B-04N040
12013,joc_00808,12B-04N019
12040,joc_00809,12B-04N055
12007,joc_00810,12B-04N047
12047,joc_00811,12B-04N049
12044,joc_00812,12B-04N046
12061,joc_00813,12B-04N035
12009,joc_00814,12B-04N076
12043,joc_00815,12B-04N077
12002,joc_00816,12B-04N041
12012,joc_00817,12B-04N020
12009,joc_00818,12B-04N053
12055,joc_00819,12B-04N016
12025,joc_00820,12B-04N062
12003,joc_00821,12B-04N044
12045,joc_00822,12B-04N027
12051,joc_00823,12B-04N007
12007,joc_00824,12B-04N054
12006,joc_00825,12B-04N005
12015,joc_00826,12B-04N030
12034,joc_00827,12B-04N056
12024,joc_00828,12B-04N032
12054,joc_00829,12B-04N001
12038,joc_00830,12B-04N008
12053,joc_00831,12B-04N009
12046,joc_00832,12B-04N023
12027,joc_00833,12B-04N078
12048,joc_00834,12B-04N033
12022,joc_00835,12B-04N029
12008,joc_00836,12B-04N031
12045,joc_00837,12B-04N006
12036,joc_00838,12B-04N079
12023,joc_00839,12B-05N070
12044,joc_00840,12B-05N066
12005,joc_00841,12B-05N048
12056,joc_00842,12B-05N038
12024,joc_00843,12B-05N067
12037,joc_00844,12B-05N061
12053,joc_00845,12B-05N060
12021,joc_00846,12B-05N041
12063,joc_00847,12B-05N043
12044,joc_00848,12B-05N042
12051,joc_00849,12B-05N023
12007,joc_00850,12A-06N084
12009,joc_00851,12B-05N069
12030,joc_00852,12B-05N053
12011,joc_00853,12B-05N001
12039,joc_00854,12B-05N005
12008,joc_00855,12B-05N003
12028,joc_00856,12B-05N010
12055,joc_00857,12B-05N022
12045,joc_00858,12B-05N037
12012,joc_00859,12B-05N013
12052,joc_00860,12B-05N063
12014,joc_00861,12B-05N018
12033,joc_00862,12B-05N012
12031,joc_00863,12B-05N065
12034,joc_00864,12B-05N033
12029,joc_00865,12B-05N019
12005,joc_00866,12B-05N054
12001,joc_00867,12B-05N068
12059,joc_00868,12B-05N055
12037,joc_00869,12B-05N056
12064,joc_00870,12B-05N057
