corpus_id,topic_id,student_id
JOC_07512,12A-01N,Teacher
JOC_00009,12A-01N,12018
JOC_00010,12A-01N,12009
JOC_00011,12A-01N,12011
JOC_00012,12A-01N,12044
JOC_00013,12A-01N,12040
JOC_00014,12A-01N,12028
JOC_00015,12A-01N,12010
JOC_00016,12A-01N,12035
JOC_00017,12A-01N,12033
JOC_00018,12A-01N,12051
JOC_00001,12A-01N,12061
JOC_05968,12A-01N,12047
JOC_00019,12A-01N,12045
JOC_00020,12A-01N,12053
JOC_00021,12A-01N,12026
JOC_00022,12A-01N,12013
JOC_00023,12A-01N,12017
JOC_00024,12A-01N,12017
JOC_00025,12A-01N,12029
JOC_00026,12A-01N,12019
JOC_00027,12A-01N,12004
JOC_00028,12A-01N,12036
JOC_00002,12A-01N,12001
JOC_00029,12A-01N,12005
JOC_00030,12A-01N,12025
JOC_00031,12A-01N,12011
JOC_00032,12A-01N,12021
JOC_00033,12A-01N,12016
JOC_00034,12A-01N,12032
JOC_00035,12A-01N,12022
JOC_00036,12A-01N,12007
JOC_00037,12A-01N,12037
JOC_00038,12A-01N,12034
JOC_00003,12A-01N,12027
JOC_00039,12A-01N,12046
JOC_00040,12A-01N,12020
JOC_00041,12A-01N,12012
JOC_00042,12A-01N,12002
JOC_00043,12A-01N,12006
JOC_00044,12A-01N,12023
JOC_00045,12A-01N,12014
JOC_00046,12A-01N,12031
JOC_00047,12A-01N,12063
JOC_00048,12A-01N,12058
JOC_00004,12A-01N,12055
JOC_00049,12A-01N,12049
JOC_00050,12A-01N,12054
JOC_00051,12A-01N,12050
JOC_00052,12A-01N,12048
JOC_00053,12A-01N,12060
JOC_00054,12A-01N,12052
JOC_00055,12A-01N,12038
JOC_00056,12A-01N,12030
JOC_00057,12A-01N,12048
JOC_05556,12A-01N,12048
JOC_00005,12A-01N,12042
JOC_06810,12A-01N,12041
JOC_05528,12A-01N,12008
JOC_05992,12A-01N,12008
JOC_06921,12A-01N,12008
JOC_06383,12A-01N,12040
JOC_00006,12A-01N,12028
JOC_00007,12A-01N,12037
JOC_00008,12A-01N,12039
JOC_00058,12A-01N,12043
JOC_00067,12A-01N,12015
JOC_00068,12A-01N,12003
JOC_00069,12A-01N,12024
JOC_00070,12A-01N,12027
JOC_00071,12A-01N,12059
JOC_00059,12A-01N,12062
JOC_00060,12A-01N,15022
JOC_00061,12A-01N,15062
JOC_00062,12A-01N,15021
JOC_00063,12A-01N,15037
JOC_00064,12A-01N,15066
JOC_00065,12A-01N,15048
JOC_00066,12A-01N,15036
JOC_02055,12A-01O,13034
JOC_02708,12A-01O,13060
JOC_01308,12A-01O,13004
JOC_01539,12A-01O,13013
JOC_02811,12A-01O,13025
JOC_02813,12A-01O,14012
JOC_02808,12A-01O,14036
JOC_02809,12A-01O,14002
JOC_01850,12A-01O,14003
JOC_02810,12A-01O,14012
JOC_02812,12A-01O,14030
JOC_00088,12A-02N,12015
JOC_00139,12A-02N,12011
JOC_00086,12A-02N,12021
JOC_00137,12A-02N,12028
JOC_00098,12A-02N,12061
JOC_00126,12A-02N,12063
JOC_00114,12A-02N,12063
JOC_00111,12A-02N,12029
JOC_00128,12A-02N,12049
JOC_00122,12A-02N,12055
JOC_00091,12A-02N,12013
JOC_00084,12A-02N,12054
JOC_00095,12A-02N,12025
JOC_00090,12A-02N,12045
JOC_00096,12A-02N,12035
JOC_00093,12A-02N,12032
JOC_00101,12A-02N,12046
JOC_00085,12A-02N,12042
JOC_00092,12A-02N,12018
JOC_00083,12A-02N,12022
JOC_00112,12A-02N,12017
JOC_00136,12A-02N,12023
JOC_00094,12A-02N,12020
JOC_00113,12A-02N,12026
JOC_00133,12A-02N,12012
JOC_00131,12A-02N,12019
JOC_00140,12A-02N,12010
JOC_00134,12A-02N,12033
JOC_00077,12A-02N,12053
JOC_00089,12A-02N,12034
JOC_00082,12A-02N,12050
JOC_00075,12A-02N,12048
JOC_00072,12A-02N,12058
JOC_00103,12A-02N,12051
JOC_00120,12A-02N,12005
JOC_00135,12A-02N,12016
JOC_00087,12A-02N,12009
JOC_00097,12A-02N,12004
JOC_00074,12A-02N,12001
JOC_00108,12A-02N,12040
JOC_00118,12A-02N,12052
JOC_00143,12A-02N,12014
JOC_00144,12A-02N,12024
JOC_00129,12A-02N,12003
JOC_00124,12A-02N,12031
JOC_00147,12A-02N,12038
JOC_00107,12A-02N,12060
JOC_00080,12A-02N,12060
JOC_00115,12A-02N,12047
JOC_00073,12A-02N,12044
JOC_00116,12A-02N,12061
JOC_00078,12A-02N,12054
JOC_00121,12A-02N,12030
JOC_00102,12A-02N,12007
JOC_00141,12A-02N,12036
JOC_00149,12A-02N,12002
JOC_00151,12A-02N,12037
JOC_00150,12A-02N,12006
JOC_00105,12A-02N,12041
JOC_00132,12A-02N,12031
JOC_00076,12A-02N,12031
JOC_00079,12A-02N,12008
JOC_00081,12A-02N,12025
JOC_00099,12A-02N,12025
JOC_00104,12A-02N,12028
JOC_00106,12A-02N,12037
JOC_00109,12A-02N,12039
JOC_00117,12A-02N,12006
JOC_00119,12A-02N,12005
JOC_00123,12A-02N,12029
JOC_00125,12A-02N,12045
JOC_00127,12A-02N,12044
JOC_00130,12A-02N,12047
JOC_00138,12A-02N,12027
JOC_00142,12A-02N,12043
JOC_00145,12A-02N,12059
JOC_00148,12A-02N,12059
JOC_00100,12A-02N,12060
JOC_00110,12A-02N,12060
JOC_00146,12A-02N,12062
JOC_02006,12A-02O,13032
JOC_02814,12A-02O,14052
JOC_07513,12A-02O,Teacher
JOC_00176,12A-03N,12033
JOC_00171,12A-03N,12044
JOC_00160,12A-03N,12012
JOC_00175,12A-03N,12028
JOC_00166,12A-03N,12042
JOC_00164,12A-03N,12011
JOC_00152,12A-03N,12029
JOC_00168,12A-03N,12019
JOC_00162,12A-03N,12041
JOC_00185,12A-03N,12026
JOC_00157,12A-03N,12013
JOC_00182,12A-03N,12032
JOC_00178,12A-03N,12020
JOC_00184,12A-03N,12017
JOC_00167,12A-03N,12001
JOC_00161,12A-03N,12022
JOC_00169,12A-03N,12015
JOC_00154,12A-03N,12047
JOC_00156,12A-03N,12010
JOC_00174,12A-03N,12035
JOC_00179,12A-03N,12046
JOC_00183,12A-03N,12021
JOC_00159,12A-03N,12014
JOC_00177,12A-03N,12024
JOC_00170,12A-03N,12003
JOC_00163,12A-03N,12006
JOC_00155,12A-03N,12031
JOC_00153,12A-03N,12038
JOC_00172,12A-03N,12045
JOC_00181,12A-03N,12034
JOC_00158,12A-03N,12025
JOC_00173,12A-03N,12016
JOC_00165,12A-03N,12004
JOC_00180,12A-03N,12002
JOC_00255,12A-04N,12063
JOC_00196,12A-04N,12042
JOC_00245,12A-04N,12054
JOC_00208,12A-04N,12054
JOC_00239,12A-04N,12061
JOC_00198,12A-04N,12055
JOC_00207,12A-04N,12038
JOC_00220,12A-04N,12051
JOC_00202,12A-04N,12049
JOC_00222,12A-04N,12011
JOC_00228,12A-04N,12053
JOC_00232,12A-04N,12021
JOC_00249,12A-04N,12048
JOC_00204,12A-04N,12013
JOC_00219,12A-04N,12020
JOC_00223,12A-04N,12033
JOC_00186,12A-04N,12015
JOC_00197,12A-04N,12034
JOC_00237,12A-04N,12040
JOC_00216,12A-04N,12058
JOC_00191,12A-04N,12017
JOC_00209,12A-04N,12032
JOC_00247,12A-04N,12035
JOC_00233,12A-04N,12001
JOC_00215,12A-04N,12012
JOC_00206,12A-04N,12046
JOC_00231,12A-04N,12029
JOC_00188,12A-04N,12006
JOC_00234,12A-04N,12022
JOC_00236,12A-04N,12043
JOC_00213,12A-04N,12028
JOC_00190,12A-04N,12019
JOC_00212,12A-04N,12041
JOC_00218,12A-04N,12003
JOC_00246,12A-04N,12044
JOC_00203,12A-04N,12045
JOC_00229,12A-04N,12026
JOC_00217,12A-04N,12005
JOC_00242,12A-04N,12025
JOC_00252,12A-04N,12031
JOC_00189,12A-04N,12016
JOC_00210,12A-04N,12040
JOC_00238,12A-04N,12030
JOC_00192,12A-04N,12050
JOC_00187,12A-04N,12060
JOC_00253,12A-04N,12004
JOC_00224,12A-04N,12063
JOC_00225,12A-04N,12023
JOC_00194,12A-04N,12047
JOC_00214,12A-04N,12007
JOC_00244,12A-04N,12002
JOC_00250,12A-04N,12036
JOC_00254,12A-04N,12037
JOC_00248,12A-04N,12008
JOC_00226,12A-04N,12013
JOC_00243,12A-04N,12013
JOC_00240,12A-04N,12040
JOC_00193,12A-04N,12018
JOC_00195,12A-04N,12039
JOC_00199,12A-04N,12009
JOC_00205,12A-04N,12044
JOC_00211,12A-04N,12027
JOC_00221,12A-04N,12033
JOC_00227,12A-04N,12014
JOC_00230,12A-04N,12010
JOC_00235,12A-04N,12024
JOC_00241,12A-04N,12052
JOC_00251,12A-04N,12050
JOC_00256,12A-04N,12059
JOC_00200,12A-04N,12059
JOC_00201,12A-04N,12062
JOC_02815,12A-04O,14014
JOC_00353,12A-05N,12063
JOC_00332,12A-05N,12019
JOC_00336,12A-05N,12028
JOC_00341,12A-05N,12042
JOC_00343,12A-05N,12011
JOC_00342,12A-05N,12041
JOC_00337,12A-05N,12010
JOC_00334,12A-05N,12038
JOC_00298,12A-05N,12044
JOC_00346,12A-05N,12048
JOC_00266,12A-05N,12050
JOC_00287,12A-05N,12053
JOC_00283,12A-05N,12055
JOC_00289,12A-05N,12054
JOC_00273,12A-05N,12051
JOC_00286,12A-05N,12049
JOC_00276,12A-05N,12026
JOC_00306,12A-05N,12058
JOC_00307,12A-05N,12006
JOC_00257,12A-05N,12017
JOC_00292,12A-05N,12020
JOC_00310,12A-05N,12012
JOC_00300,12A-05N,12018
JOC_00301,12A-05N,12013
JOC_00265,12A-05N,12032
JOC_00295,12A-05N,12033
JOC_00279,12A-05N,12001
JOC_00322,12A-05N,12022
JOC_00269,12A-05N,12035
JOC_00297,12A-05N,12029
JOC_00345,12A-05N,12005
JOC_00308,12A-05N,12024
JOC_00349,12A-05N,12015
JOC_00321,12A-05N,12043
JOC_00261,12A-05N,12009
JOC_00326,12A-05N,12025
JOC_00329,12A-05N,12056
JOC_00330,12A-05N,12034
JOC_00327,12A-05N,12061
JOC_00282,12A-05N,12003
JOC_00318,12A-05N,12045
JOC_00304,12A-05N,12047
JOC_00348,12A-05N,12047
JOC_00263,12A-05N,12046
JOC_00272,12A-05N,12016
JOC_00294,12A-05N,12040
JOC_00291,12A-05N,12030
JOC_00267,12A-05N,12060
JOC_00259,12A-05N,12061
JOC_00314,12A-05N,12053
JOC_00311,12A-05N,12053
JOC_00305,12A-05N,12049
JOC_00299,12A-05N,12055
JOC_00338,12A-05N,12004
JOC_00347,12A-05N,12063
JOC_00319,12A-05N,12023
JOC_06922,12A-05N,12021
JOC_00351,12A-05N,12007
JOC_02816,12A-05N,12002
JOC_07295,12A-05N,12037
JOC_06659,12A-05N,12036
JOC_06133,12A-05N,12031
JOC_05620,12A-05N,12017
JOC_05993,12A-05N,12036
JOC_06132,12A-05N,12036
JOC_06273,12A-05N,12012
JOC_07326,12A-05N,12012
JOC_06026,12A-05N,12008
JOC_00271,12A-05N,12022
JOC_05419,12A-05N,12019
JOC_05325,12A-05N,12046
JOC_05113,12A-05N,12018
JOC_00315,12A-05N,12039
JOC_00325,12A-05N,12034
JOC_00258,12A-05N,12002
JOC_00260,12A-05N,12005
JOC_00262,12A-05N,12029
JOC_00264,12A-05N,12016
JOC_00268,12A-05N,12016
JOC_00270,12A-05N,12047
JOC_00274,12A-05N,12038
JOC_00277,12A-05N,12027
JOC_00280,12A-05N,12021
JOC_00284,12A-05N,12043
JOC_00288,12A-05N,12043
JOC_00290,12A-05N,12001
JOC_00293,12A-05N,12014
JOC_00296,12A-05N,12014
JOC_00302,12A-05N,12041
JOC_00309,12A-05N,12003
JOC_00312,12A-05N,12010
JOC_00316,12A-05N,12030
JOC_00320,12A-05N,12024
JOC_00323,12A-05N,12052
JOC_00328,12A-05N,12050
JOC_00331,12A-05N,12059
JOC_00333,12A-05N,12062
JOC_00335,12A-05N,12062
JOC_00339,12A-05N,14050
JOC_00344,12A-05N,15078
JOC_00350,12A-05N,15057
JOC_00352,12A-05N,15024
JOC_00354,12A-05N,15066
JOC_00275,12A-05N,15037
JOC_00278,12A-05N,15041
JOC_00281,12A-05N,15041
JOC_00285,12A-05N,15045
JOC_00303,12A-05N,15079
JOC_00313,12A-05N,15038
JOC_00317,12A-05N,15016
JOC_00324,12A-05N,15012
JOC_00340,12A-05N,15004
JOC_02159,12A-05O,13038
JOC_02819,12A-05O,13020
JOC_02826,12A-05O,13006
JOC_02818,12A-05O,14001
JOC_02823,12A-05O,14048
JOC_02821,12A-05O,14026
JOC_02827,12A-05O,14031
JOC_02820,12A-05O,14018
JOC_06955,12A-05O,14044
JOC_06660,12A-05O,14009
JOC_05298,12A-05O,14032
JOC_01718,12A-05O,14004
JOC_06318,12A-05O,14025
JOC_01361,12A-05O,14017
JOC_02817,12A-05O,14034
JOC_05297,12A-05O,14016
JOC_06319,12A-05O,15067
JOC_02829,12A-05O,15064
JOC_02824,12A-05O,15057
JOC_02825,12A-05O,15011
JOC_06871,12A-05O,15011
JOC_02822,12A-05O,15046
JOC_02828,12A-05O,15046
JOC_00355,12A-06N,12051
JOC_00386,12A-06N,12058
JOC_00389,12A-06N,12049
JOC_00392,12A-06N,12011
JOC_00395,12A-06N,12063
JOC_00397,12A-06N,12042
JOC_00399,12A-06N,12054
JOC_00401,12A-06N,12017
JOC_00403,12A-06N,12015
JOC_00405,12A-06N,12028
JOC_00407,12A-06N,12050
JOC_00361,12A-06N,12010
JOC_00363,12A-06N,12048
JOC_00409,12A-06N,12021
JOC_00411,12A-06N,12005
JOC_00413,12A-06N,12061
JOC_00415,12A-06N,12055
JOC_00417,12A-06N,12013
JOC_00419,12A-06N,12032
JOC_00421,12A-06N,12018
JOC_00423,12A-06N,12035
JOC_00424,12A-06N,12026
JOC_00426,12A-06N,12027
JOC_00428,12A-06N,12033
JOC_00364,12A-06N,12029
JOC_00430,12A-06N,12038
JOC_00432,12A-06N,12037
JOC_00434,12A-06N,12009
JOC_00436,12A-06N,12030
JOC_00438,12A-06N,12001
JOC_00440,12A-06N,12016
JOC_00442,12A-06N,12044
JOC_00444,12A-06N,12012
JOC_00446,12A-06N,12019
JOC_00448,12A-06N,12003
JOC_00367,12A-06N,12040
JOC_00450,12A-06N,12046
JOC_00687,12A-06N,12053
JOC_00689,12A-06N,12051
JOC_00691,12A-06N,12056
JOC_00693,12A-06N,12060
JOC_00695,12A-06N,12056
JOC_00697,12A-06N,12054
JOC_00699,12A-06N,12004
JOC_00701,12A-06N,12045
JOC_00703,12A-06N,12025
JOC_00370,12A-06N,12006
JOC_00705,12A-06N,12047
JOC_00707,12A-06N,12002
JOC_00709,12A-06N,12023
JOC_00711,12A-06N,12034
JOC_00713,12A-06N,12020
JOC_00715,12A-06N,12007
JOC_00717,12A-06N,12036
JOC_00719,12A-06N,12031
JOC_00721,12A-06N,12022
JOC_00724,12A-06N,12041
JOC_00373,12A-06N,12017
JOC_00726,12A-06N,12008
JOC_00728,12A-06N,12022
JOC_00376,12A-06N,12013
JOC_00379,12A-06N,12004
JOC_00382,12A-06N,12019
JOC_00385,12A-06N,12046
JOC_00732,12A-06N,12032
JOC_00850,12A-06N,12007
JOC_01254,12A-06N,12007
JOC_01782,12A-06N,12018
JOC_02354,12A-06N,12039
JOC_02830,12A-06N,12039
JOC_05093,12A-06N,12034
JOC_05422,12A-06N,12002
JOC_05487,12A-06N,12006
JOC_05796,12A-06N,12045
JOC_00741,12A-06N,12044
JOC_00742,12A-06N,12027
JOC_00743,12A-06N,12021
JOC_00744,12A-06N,12033
JOC_00745,12A-06N,12043
JOC_00746,12A-06N,12015
JOC_00747,12A-06N,12015
JOC_00748,12A-06N,12011
JOC_00749,12A-06N,12014
JOC_00750,12A-06N,12041
JOC_00733,12A-06N,12003
JOC_01952,12A-06N,12026
JOC_02831,12A-06N,12026
JOC_00751,12A-06N,12009
JOC_00752,12A-06N,12030
JOC_00753,12A-06N,12024
JOC_00754,12A-06N,12052
JOC_00755,12A-06N,12059
JOC_00756,12A-06N,12052
JOC_00757,12A-06N,12052
JOC_00758,12A-06N,12058
JOC_00759,12A-06N,12058
JOC_00734,12A-06N,12062
JOC_00735,12A-06N,12062
JOC_00736,12A-06N,13053
JOC_00737,12A-06N,15003
JOC_02524,12A-06N,15066
JOC_00738,12A-06N,15041
JOC_00739,12A-06N,15041
JOC_01537,12A-06N,15071
JOC_00357,12A-06O,13013
JOC_00358,12A-06O,13046
JOC_00359,12A-06O,13030
JOC_00360,12A-06O,13023
JOC_00388,12A-06O,13001
JOC_00391,12A-06O,14049
JOC_00394,12A-06O,14024
JOC_00362,12A-06O,15063
JOC_00366,12A-06O,15053
JOC_00369,12A-06O,15035
JOC_00372,12A-06O,15064
JOC_00375,12A-06O,15030
JOC_00378,12A-06O,15019
JOC_00381,12A-06O,15067
JOC_00384,12A-06O,15046
JOC_06954,12A-06O,15046
JOC_00511,12A-07N,12042
JOC_00526,12A-07N,12048
JOC_00465,12A-07N,12055
JOC_00521,12A-07N,12026
JOC_00477,12A-07N,12044
JOC_00520,12A-07N,12018
JOC_07272,12A-07N,12028
JOC_00525,12A-07N,12011
JOC_00533,12A-07N,12030
JOC_00516,12A-07N,12054
JOC_00474,12A-07N,12010
JOC_00468,12A-07N,12050
JOC_00518,12A-07N,12019
JOC_05223,12A-07N,12049
JOC_00507,12A-07N,12053
JOC_00523,12A-07N,12061
JOC_00529,12A-07N,12046
JOC_00532,12A-07N,12016
JOC_00530,12A-07N,12012
JOC_00503,12A-07N,12040
JOC_00535,12A-07N,12051
JOC_00484,12A-07N,12051
JOC_00458,12A-07N,12056
JOC_00496,12A-07N,12060
JOC_00528,12A-07N,12058
JOC_00515,12A-07N,12049
JOC_00470,12A-07N,12055
JOC_00453,12A-07N,12038
JOC_00495,12A-07N,12063
JOC_00454,12A-07N,12025
JOC_00517,12A-07N,12006
JOC_00473,12A-07N,12033
JOC_00455,12A-07N,12045
JOC_00479,12A-07N,12013
JOC_00497,12A-07N,12002
JOC_00485,12A-07N,12032
JOC_00500,12A-07N,12003
JOC_00478,12A-07N,12047
JOC_00490,12A-07N,12015
JOC_00459,12A-07N,12004
JOC_00452,12A-07N,12021
JOC_00502,12A-07N,12034
JOC_00493,12A-07N,12035
JOC_00501,12A-07N,12020
JOC_00480,12A-07N,12029
JOC_00486,12A-07N,12007
JOC_00513,12A-07N,12001
JOC_00508,12A-07N,12037
JOC_00524,12A-07N,12031
JOC_00531,12A-07N,12036
JOC_00534,12A-07N,12022
JOC_05224,12A-07N,12027
JOC_05256,12A-07N,12041
JOC_05163,12A-07N,12017
JOC_06716,12A-07N,12031
JOC_07271,12A-07N,12008
JOC_05386,12A-07N,12013
JOC_00476,12A-07N,12004
JOC_07110,12A-07N,12040
JOC_05279,12A-07N,12028
JOC_06572,12A-07N,12032
JOC_05912,12A-07N,12039
JOC_05140,12A-07N,12005
JOC_05642,12A-07N,12044
JOC_06084,12A-07N,12038
JOC_06952,12A-07N,12042
JOC_05371,12A-07N,12042
JOC_05114,12A-07N,12043
JOC_00488,12A-07N,12011
JOC_05420,12A-07N,12014
JOC_05296,12A-07N,12014
JOC_05437,12A-07N,12010
JOC_05350,12A-07N,12010
JOC_05193,12A-07N,12009
JOC_05326,12A-07N,12009
JOC_05194,12A-07N,12035
JOC_05421,12A-07N,12035
JOC_00466,12A-07N,12024
JOC_00491,12A-07N,12024
JOC_00456,12A-07N,12027
JOC_00460,12A-07N,12023
JOC_00467,12A-07N,12052
JOC_00469,12A-07N,12059
JOC_00471,12A-07N,12062
JOC_00475,12A-07N,13012
JOC_00481,12A-07N,15008
JOC_00487,12A-07N,15009
JOC_00489,12A-07N,15006
JOC_00492,12A-07N,15059
JOC_00494,12A-07N,15077
JOC_00498,12A-07N,15015
JOC_00504,12A-07N,15072
JOC_00509,12A-07N,15010
JOC_00512,12A-07N,15054
JOC_00514,12A-07N,15034
JOC_00519,12A-07N,15005
JOC_00522,12A-07N,15025
JOC_00527,12A-07N,15040
JOC_01530,12A-07N,15067
JOC_00457,12A-07N,15014
JOC_00461,12A-07N,15004
JOC_00472,12A-07N,15016
JOC_00482,12A-07N,15011
JOC_00499,12A-07N,15017
JOC_00505,12A-07N,15013
JOC_00510,12A-07N,15007
JOC_00462,12A-07N,15016
JOC_00483,12A-07N,15008
JOC_00506,12A-07N,15077
JOC_00463,12A-07N,15007
JOC_00464,12A-07N,15012
JOC_01564,12A-07O,13057
JOC_02832,12A-07O,13028
JOC_02834,12A-07O,13056
JOC_02836,12A-07O,13049
JOC_02838,12A-07O,13033
JOC_02839,12A-07O,13021
JOC_02833,12A-07O,13014
JOC_02835,12A-07O,13054
JOC_07149,12A-07O,14054
JOC_05504,12A-07O,14043
JOC_06598,12A-07O,14005
JOC_01742,12A-07O,14028
JOC_05674,12A-07O,14040
JOC_06440,12A-07O,14046
JOC_05643,12A-07O,14048
JOC_06055,12A-07O,14010
JOC_05031,12A-07O,14039
JOC_07179,12A-07O,15073
JOC_06842,12A-07O,15020
JOC_02627,12A-07O,15055
JOC_06439,12A-07O,15026
JOC_01902,12A-07O,15050
JOC_02603,12A-07O,15039
JOC_02427,12A-07O,15001
JOC_02032,12A-07O,15050
JOC_02840,12A-07O,15025
JOC_02837,12A-07O,15074
JOC_02576,12A-07O,15063
JOC_00598,12B-01N,12054
JOC_00597,12B-01N,12040
JOC_00595,12B-01N,12033
JOC_00607,12B-01N,12021
JOC_00582,12B-01N,12011
JOC_00608,12B-01N,12022
JOC_00590,12B-01N,12012
JOC_00546,12B-01N,12028
JOC_00605,12B-01N,12055
JOC_00556,12B-01N,12053
JOC_00551,12B-01N,12051
JOC_00584,12B-01N,12063
JOC_00594,12B-01N,12038
JOC_00574,12B-01N,12064
JOC_00578,12B-01N,12045
JOC_00553,12B-01N,12010
JOC_00569,12B-01N,12061
JOC_00557,12B-01N,12017
JOC_00536,12B-01N,12013
JOC_00558,12B-01N,12050
JOC_00591,12B-01N,12032
JOC_00552,12B-01N,12035
JOC_00575,12B-01N,12015
JOC_06717,12B-01N,12029
JOC_00541,12B-01N,12018
JOC_00581,12B-01N,12001
JOC_00539,12B-01N,12019
JOC_00585,12B-01N,12046
JOC_00589,12B-01N,12014
JOC_00600,12B-01N,12006
JOC_00592,12B-01N,12037
JOC_00596,12B-01N,12004
JOC_00601,12B-01N,12041
JOC_00586,12B-01N,12044
JOC_00560,12B-01N,12056
JOC_06085,12B-01N,12047
JOC_05994,12B-01N,12052
JOC_00544,12B-01N,12058
JOC_00563,12B-01N,12042
JOC_00593,12B-01N,12008
JOC_00576,12B-01N,12024
JOC_00564,12B-01N,12048
JOC_00543,12B-01N,12034
JOC_00571,12B-01N,12025
JOC_00588,12B-01N,12007
JOC_00606,12B-01N,12030
JOC_00604,12B-01N,12043
JOC_00547,12B-01N,12062
JOC_00555,12B-01N,12060
JOC_00538,12B-01N,12016
JOC_00579,12B-01N,12003
JOC_00540,12B-01N,12036
JOC_00573,12B-01N,12005
JOC_00583,12B-01N,12031
JOC_00537,12B-01N,12039
JOC_00567,12B-01N,12002
JOC_00559,12B-01N,12027
JOC_00562,12B-01N,12011
JOC_00561,12B-01N,12013
JOC_00602,12B-01N,12016
JOC_01772,12B-01N,12026
JOC_02841,12B-01N,12029
JOC_02842,12B-01N,12020
JOC_05858,12B-01N,12023
JOC_06894,12B-01N,12031
JOC_06953,12B-01N,12009
JOC_06086,12B-01N,12025
JOC_05557,12B-01N,12007
JOC_06274,12B-01N,12034
JOC_00549,12B-01N,12043
JOC_06411,12B-01N,12059
JOC_05327,12B-01N,12059
JOC_00568,12B-01N,12037
JOC_00599,12B-01N,12064
JOC_00542,12B-01N,13022
JOC_00545,12B-01N,14019
JOC_00548,12B-01N,14055
JOC_00550,12B-01N,15032
JOC_00554,12B-01N,15065
JOC_00565,12B-01N,15067
JOC_00570,12B-01N,15040
JOC_00572,12B-01N,15040
JOC_00577,12B-01N,15059
JOC_00580,12B-01N,15037
JOC_00587,12B-01N,15022
JOC_00603,12B-01N,15045
JOC_00609,12B-01N,15049
JOC_00566,12B-01N,15012
JOC_01666,12B-01O,13018
JOC_01229,12B-01O,13061
JOC_06438,12B-01O,13042
JOC_01690,12B-01O,13062
JOC_01888,12B-01O,13036
JOC_05831,12B-01O,13048
JOC_02854,12B-01O,13058
JOC_02858,12B-01O,13009
JOC_02863,12B-01O,13024
JOC_02845,12B-01O,13001
JOC_02851,12B-01O,13019
JOC_02864,12B-01O,13027
JOC_02843,12B-01O,14027
JOC_02732,12B-01O,14037
JOC_02853,12B-01O,14051
JOC_02844,12B-01O,14010
JOC_02860,12B-01O,14021
JOC_02859,12B-01O,14053
JOC_02857,12B-01O,14006
JOC_02850,12B-01O,14023
JOC_02861,12B-01O,14008
JOC_02855,12B-01O,14041
JOC_02849,12B-01O,14038
JOC_02846,12B-01O,14035
JOC_02260,12B-01O,14020
JOC_07148,12B-01O,14047
JOC_02856,12B-01O,14030
JOC_02862,12B-01O,14015
JOC_02847,12B-01O,14011
JOC_02852,12B-01O,14033
JOC_02848,12B-01O,14050
JOC_07460,12B-01O,14011
JOC_05886,12B-01O,14022
JOC_06869,12B-01O,14013
JOC_07398,12B-01O,15083
JOC_07024,12B-01O,15033
JOC_06437,12B-01O,15064
JOC_02757,12B-01O,15081
JOC_06028,12B-01O,15069
JOC_06136,12B-01O,15050
JOC_07147,12B-01O,15038
JOC_06275,12B-01O,15041
JOC_05730,12B-01O,15050
JOC_05888,12B-01O,15073
JOC_05887,12B-01O,15073
JOC_02108,12B-01O,15031
JOC_02404,12B-01O,15045
JOC_05438,12B-01O,15028
JOC_02652,12B-01O,15017
JOC_01444,12B-01O,15033
JOC_01805,12B-01O,15033
JOC_00672,12B-02N,12054
JOC_00626,12B-02N,12061
JOC_00650,12B-02N,12051
JOC_00630,12B-02N,12055
JOC_00645,12B-02N,12063
JOC_00616,12B-02N,12052
JOC_00653,12B-02N,12056
JOC_00663,12B-02N,12050
JOC_00614,12B-02N,12011
JOC_00631,12B-02N,12015
JOC_00646,12B-02N,12033
JOC_00680,12B-02N,12018
JOC_00671,12B-02N,12028
JOC_00649,12B-02N,12005
JOC_00662,12B-02N,12037
JOC_00625,12B-02N,12046
JOC_00637,12B-02N,12004
JOC_00623,12B-02N,12019
JOC_00660,12B-02N,12029
JOC_00675,12B-02N,12053
JOC_00629,12B-02N,12032
JOC_00658,12B-02N,12045
JOC_00667,12B-02N,12014
JOC_00619,12B-02N,12022
JOC_00665,12B-02N,12012
JOC_00651,12B-02N,12044
JOC_00641,12B-02N,12058
JOC_00683,12B-02N,12017
JOC_00678,12B-02N,12042
JOC_00628,12B-02N,12008
JOC_00636,12B-02N,12048
JOC_00611,12B-02N,12034
JOC_00612,12B-02N,12025
JOC_00673,12B-02N,12062
JOC_06087,12B-02N,12060
JOC_00613,12B-02N,12016
JOC_00656,12B-02N,12021
JOC_00652,12B-02N,12002
JOC_00618,12B-02N,12003
JOC_00615,12B-02N,12004
JOC_00664,12B-02N,12040
JOC_00617,12B-02N,12036
JOC_00657,12B-02N,12007
JOC_00685,12B-02N,12005
JOC_00621,12B-02N,12047
JOC_00648,12B-02N,12061
JOC_00655,12B-02N,12061
JOC_00647,12B-02N,12006
JOC_00643,12B-02N,12041
JOC_00640,12B-02N,12010
JOC_00654,12B-02N,12031
JOC_00632,12B-02N,12039
JOC_00610,12B-02N,12030
JOC_00669,12B-02N,12044
JOC_00677,12B-02N,12028
JOC_01863,12B-02N,12027
JOC_06412,12B-02N,12024
JOC_00674,12B-02N,12038
JOC_00666,12B-02N,12060
JOC_00622,12B-02N,12053
JOC_00620,12B-02N,12052
